"","Stair","Mean","SD","CIwidth","Hemifield","Eccentricity","Condition","SUBJECT","EccentricityEff","HemifieldEff","CondEff"
"219","V_RFstair",0.225111415669749,0.0467820377324756,0.143666005265845,"Right","Far","Upright","028",0,0.5,-0.5
"220","V_RPstair",0.304883227895591,0.0281173465152576,0.0928390687928508,"Right","Peripheral","Upright","028",0.5,0.5,-0.5
"221","I_LNstair",0.361431175274589,0.0327972007103039,0.107478617048532,"Left","Near","Inverted","028",-0.5,-0.5,0.5
"222","I_LFstair",0.502588277237378,0.0415474659384013,0.108735514160737,"Left","Far","Inverted","028",0,-0.5,0.5
"223","I_LPstair",0.303655794223294,0.0265565643173501,0.0881313363413021,"Left","Peripheral","Inverted","028",0.5,-0.5,0.5
"224","I_RNstair",0.359076555615512,0.0309873662616278,0.102546606242967,"Right","Near","Inverted","028",-0.5,0.5,0.5
"225","I_RFstair",0.297296273574945,0.0263604757439525,0.0867666374277198,"Right","Far","Inverted","028",0,0.5,0.5
"226","I_RPstair",0.390987957397748,0.0385113742335201,0.109006848218378,"Right","Peripheral","Inverted","028",0.5,0.5,0.5
"227","V_LNstair",0.227076839286111,0.0322710748115056,0.102753480108266,"Left","Near","Upright","029",-0.5,-0.5,-0.5
"228","V_LFstair",0.16770256029763,0.0273180188216936,0.0901486707777118,"Left","Far","Upright","029",0,-0.5,-0.5
"229","V_LPstair",0.100741788055027,0.0519374038928835,0.172698070616569,"Left","Peripheral","Upright","029",0.5,-0.5,-0.5
"230","V_RNstair",0.219388221211251,0.0271387118092535,0.0889411935818372,"Right","Near","Upright","029",-0.5,0.5,-0.5
"231","V_RFstair",0.25307611689559,0.0328995429953906,0.10400505144716,"Right","Far","Upright","029",0,0.5,-0.5
"232","V_RPstair",0.281169791021474,0.0282887727495933,0.0919155572104276,"Right","Peripheral","Upright","029",0.5,0.5,-0.5
"233","I_LNstair",0.475881706177723,0.0558318885768437,0.123575590382751,"Left","Near","Inverted","029",-0.5,-0.5,0.5
"234","I_LFstair",0.481590928793428,0.0276172799599492,0.0908100786128458,"Left","Far","Inverted","029",0,-0.5,0.5
"235","I_LPstair",0.545778572442621,0.0275393911196397,0.0908722639253532,"Left","Peripheral","Inverted","029",0.5,-0.5,0.5
"236","I_RNstair",0.342709531314595,0.112497475597359,0.366589075949994,"Right","Near","Inverted","029",-0.5,0.5,0.5
"237","I_RFstair",0.450232247498676,0.0529421604520934,0.119651074234473,"Right","Far","Inverted","029",0,0.5,0.5
"238","I_RPstair",0.387288377621157,0.0260511609280129,0.0858513394948999,"Right","Peripheral","Inverted","029",0.5,0.5,0.5
"239","V_LNstair",0.209369889450426,0.0499948535738762,0.159629099057399,"Left","Near","Upright","030",-0.5,-0.5,-0.5
"240","V_LFstair",0.116388879203299,0.031189282767556,0.102761975019386,"Left","Far","Upright","030",0,-0.5,-0.5
"241","V_LPstair",0.44520272681177,0.0507459244581454,0.124042414051052,"Left","Peripheral","Upright","030",0.5,-0.5,-0.5
"242","V_RNstair",0.174816805807549,0.0269455837842955,0.0894922803277746,"Right","Near","Upright","030",-0.5,0.5,-0.5
"243","V_RFstair",0.271871963014582,0.029347882459613,0.0961777223848173,"Right","Far","Upright","030",0,0.5,-0.5
"244","V_RPstair",0.346982574854933,0.0262471458478762,0.0864312195752406,"Right","Peripheral","Upright","030",0.5,0.5,-0.5
"245","I_LNstair",0.390918608926423,0.0259730240505774,0.0858224914977113,"Left","Near","Inverted","030",-0.5,-0.5,0.5
"246","I_LFstair",0.577942713730009,0.0268193094048576,0.0882408599242169,"Left","Far","Inverted","030",0,-0.5,0.5
"247","I_LPstair",0.682674888869358,0.027062152671689,0.0893924635107042,"Left","Peripheral","Inverted","030",0.5,-0.5,0.5
"248","I_RNstair",0.473229937076314,0.0259699429871787,0.0859415428190096,"Right","Near","Inverted","030",-0.5,0.5,0.5
"249","I_RFstair",0.362765962691275,0.0263840340272332,0.0873466448216633,"Right","Far","Inverted","030",0,0.5,0.5
"250","I_RPstair",0.575748067399763,0.026125575773103,0.0865013942317558,"Right","Peripheral","Inverted","030",0.5,0.5,0.5
"251","V_LNstair",0.280737271996519,0.0275477062850201,0.0909327554518547,"Left","Near","Upright","031",-0.5,-0.5,-0.5
"252","V_LFstair",0.658785844679265,0.0283604898814556,0.0928729701227052,"Left","Far","Upright","031",0,-0.5,-0.5
"253","V_LPstair",0.77199466375532,0.0264325454164025,0.0874762669866632,"Left","Peripheral","Upright","031",0.5,-0.5,-0.5
"254","V_RNstair",0.216504322623497,0.0265936245231438,0.0879720314305716,"Right","Near","Upright","031",-0.5,0.5,-0.5
"255","V_RFstair",0.20426594097385,0.0271594706445182,0.0902211596499894,"Right","Far","Upright","031",0,0.5,-0.5
"256","V_RPstair",0.301709113322276,0.0265871546984506,0.0877090780041715,"Right","Peripheral","Upright","031",0.5,0.5,-0.5
"257","I_LFstair",0.918289849018498,0.0284833225554408,0.0947066831812127,"Left","Far","Inverted","031",0,-0.5,0.5
"258","I_LPstair",0.888707423081745,0.0315259616452704,0.104384372346072,"Left","Peripheral","Inverted","031",0.5,-0.5,0.5
"259","I_RNstair",0.411001285390633,0.0260179458020597,0.0859357099039921,"Right","Near","Inverted","031",-0.5,0.5,0.5
"260","I_RFstair",0.568578498719158,0.0352752715240167,0.104896604829102,"Right","Far","Inverted","031",0,0.5,0.5
"261","I_RPstair",0.581142103415294,0.025869401179732,0.085496978458471,"Right","Peripheral","Inverted","031",0.5,0.5,0.5
"262","V_LNstair",0.207337521967929,0.0271393076508873,0.0896635893993555,"Left","Near","Upright","032",-0.5,-0.5,-0.5
"263","V_LFstair",0.515957427214894,0.0255151925336167,0.084032540130707,"Left","Far","Upright","032",0,-0.5,-0.5
"264","V_LPstair",0.455480024532342,0.0258699777983317,0.0855040299031774,"Left","Peripheral","Upright","032",0.5,-0.5,-0.5
"265","V_RNstair",0.349215591097084,0.0274584814989333,0.0898316705256078,"Right","Near","Upright","032",-0.5,0.5,-0.5
"266","V_RFstair",0.359395816627295,0.0266823655679902,0.0878041842264756,"Right","Far","Upright","032",0,0.5,-0.5
"267","V_RPstair",0.573342383886433,0.0263265800283975,0.0869821879133179,"Right","Peripheral","Upright","032",0.5,0.5,-0.5
"268","I_LNstair",0.479940358870408,0.0256448664602512,0.0849798810652103,"Left","Near","Inverted","032",-0.5,-0.5,0.5
"269","I_LFstair",0.523611368463846,0.0257142191196995,0.0849899774525193,"Left","Far","Inverted","032",0,-0.5,0.5
"270","I_LPstair",0.711985367141808,0.025947845041365,0.0855429007851942,"Left","Peripheral","Inverted","032",0.5,-0.5,0.5
"271","I_RNstair",0.460913124339829,0.0256564595206057,0.0849173948179023,"Right","Near","Inverted","032",-0.5,0.5,0.5
"272","I_RFstair",0.567073801109696,0.0263812980702722,0.0870678202299162,"Right","Far","Inverted","032",0,0.5,0.5
"273","I_RPstair",0.534497314078107,0.0262828051111303,0.0871858310518155,"Right","Peripheral","Inverted","032",0.5,0.5,0.5
"274","V_LNstair",0.25189068696451,0.0268008724502098,0.0885927437783934,"Left","Near","Upright","034",-0.5,-0.5,-0.5
"275","V_LFstair",0.434189806043008,0.0487228912911409,0.155760261433044,"Left","Far","Upright","034",0,-0.5,-0.5
"276","V_LPstair",0.431002639039942,0.0513414843107833,0.11531275485373,"Left","Peripheral","Upright","034",0.5,-0.5,-0.5
"277","V_RNstair",0.247390155173225,0.0265229323338433,0.087299977614726,"Right","Near","Upright","034",-0.5,0.5,-0.5
"278","V_RFstair",0.420395455659156,0.0276298589072795,0.0902831409484904,"Right","Far","Upright","034",0,0.5,-0.5
"279","V_RPstair",0.473922487469719,0.026959095448766,0.0893655878748435,"Right","Peripheral","Upright","034",0.5,0.5,-0.5
"280","I_LNstair",0.539709321613774,0.0256181697100433,0.0849166694956713,"Left","Near","Inverted","034",-0.5,-0.5,0.5
"281","I_LFstair",0.634594085495681,0.0279871186095205,0.0925790823359919,"Left","Far","Inverted","034",0,-0.5,0.5
"282","I_LPstair",0.716642372439779,0.0278413442182128,0.0919611410139811,"Left","Peripheral","Inverted","034",0.5,-0.5,0.5
"283","I_RNstair",0.532926334338504,0.0272674883647741,0.089820888715374,"Right","Near","Inverted","034",-0.5,0.5,0.5
"284","I_RFstair",0.492835154598245,0.0259075067208716,0.0853601091096337,"Right","Far","Inverted","034",0,0.5,0.5
"285","I_RPstair",0.659009876674097,0.0262495061899955,0.0866490371582332,"Right","Peripheral","Inverted","034",0.5,0.5,0.5
"286","V_LNstair",0.228436566242423,0.0265114781427828,0.0873214484402821,"Left","Near","Upright","035",-0.5,-0.5,-0.5
"287","V_LFstair",0.20033149303363,0.0274157716262705,0.0902590814647253,"Left","Far","Upright","035",0,-0.5,-0.5
"288","V_LPstair",0.447230325263985,0.0266233361444453,0.0878944118871164,"Left","Peripheral","Upright","035",0.5,-0.5,-0.5
"289","V_RNstair",0.167438909556913,0.0270416794680023,0.0891350904554408,"Right","Near","Upright","035",-0.5,0.5,-0.5
"290","V_RFstair",0.124985837871776,0.027305038979703,0.090681571439692,"Right","Far","Upright","035",0,0.5,-0.5
"291","V_RPstair",0.155182831798312,0.0271972068367243,0.0902908771146688,"Right","Peripheral","Upright","035",0.5,0.5,-0.5
"292","I_LNstair",0.31532977191724,0.0265893411999679,0.0882202985402353,"Left","Near","Inverted","035",-0.5,-0.5,0.5
"293","I_LFstair",0.388875407074379,0.0262352132877309,0.0866214782644852,"Left","Far","Inverted","035",0,-0.5,0.5
"294","I_LPstair",0.458158646336277,0.0264941354747023,0.0871798985856629,"Left","Peripheral","Inverted","035",0.5,-0.5,0.5
"295","I_RNstair",0.248762651717658,0.0267832000652693,0.0880068483208427,"Right","Near","Inverted","035",-0.5,0.5,0.5
"296","I_RFstair",0.248701092953625,0.0301478602749303,0.099645710806276,"Right","Far","Inverted","035",0,0.5,0.5
"297","I_RPstair",0.314480385986154,0.0624083451629971,0.192034179194576,"Right","Peripheral","Inverted","035",0.5,0.5,0.5
"298","V_LNstair",0.241833171310514,0.0272322626745542,0.0902055619640124,"Left","Near","Upright","036",-0.5,-0.5,-0.5
"299","V_LFstair",0.405989827611307,0.0290144298625706,0.0954035415442792,"Left","Far","Upright","036",0,-0.5,-0.5
"300","V_LPstair",0.265215420357914,0.0273139344823597,0.090594257053262,"Left","Peripheral","Upright","036",0.5,-0.5,-0.5
"301","V_RNstair",0.252111932446772,0.0272365422861676,0.0902807089139022,"Right","Near","Upright","036",-0.5,0.5,-0.5
"302","V_RFstair",0.355698098103259,0.0361683604455935,0.116675531201122,"Right","Far","Upright","036",0,0.5,-0.5
"303","V_RPstair",0.231357672286513,0.0666404669825288,0.217819893683182,"Right","Peripheral","Upright","036",0.5,0.5,-0.5
"304","I_LNstair",0.454435776890828,0.0263268316053801,0.0872999427569873,"Left","Near","Inverted","036",-0.5,-0.5,0.5
"305","I_LFstair",0.448382430734823,0.0272560614790269,0.0890496103573641,"Left","Far","Inverted","036",0,-0.5,0.5
"306","I_LPstair",0.431681820223374,0.026012104019103,0.0857465161349948,"Left","Peripheral","Inverted","036",0.5,-0.5,0.5
"307","I_RNstair",0.485350303488339,0.0322666438680168,0.0974421196230449,"Right","Near","Inverted","036",-0.5,0.5,0.5
"308","I_RFstair",0.297461231070584,0.0269335286084355,0.0888831821319457,"Right","Far","Inverted","036",0,0.5,0.5
"309","I_RPstair",0.358704806197199,0.0266222976715315,0.0876373124221705,"Right","Peripheral","Inverted","036",0.5,0.5,0.5
"310","V_LNstair",0.139471845905468,0.0345755406928716,0.113787882338118,"Left","Near","Upright","037",-0.5,-0.5,-0.5
"311","V_LFstair",0.172518656293532,0.0269310926182502,0.0892431481661027,"Left","Far","Upright","037",0,-0.5,-0.5
"312","V_LPstair",0.721836264629012,0.0287358884173257,0.0936014733513145,"Left","Peripheral","Upright","037",0.5,-0.5,-0.5
"313","V_RNstair",0.199115292141283,0.0307956191307985,0.101801154998704,"Right","Near","Upright","037",-0.5,0.5,-0.5
"314","V_RFstair",0.120615275573321,0.0274013291797558,0.0900759177095307,"Right","Far","Upright","037",0,0.5,-0.5
"315","V_RPstair",0.492574510186591,0.0258689160705587,0.0851469810675749,"Right","Peripheral","Upright","037",0.5,0.5,-0.5
"316","I_LNstair",0.495057065943585,0.0258072453631327,0.0853368177570494,"Left","Near","Inverted","037",-0.5,-0.5,0.5
"317","I_LFstair",0.412067674769708,0.0278212247876571,0.0921481043834173,"Left","Far","Inverted","037",0,-0.5,0.5
"318","I_LPstair",0.815943668262578,0.0318333020643474,0.102733678244272,"Left","Peripheral","Inverted","037",0.5,-0.5,0.5
"319","I_RNstair",0.571071808629788,0.0261543489998144,0.0862944258485254,"Right","Near","Inverted","037",-0.5,0.5,0.5
"320","I_RFstair",0.441400060347563,0.0263213573278027,0.086889601854909,"Right","Far","Inverted","037",0,0.5,0.5
"321","I_RPstair",0.562324255889828,0.0263411396539622,0.0867196253528792,"Right","Peripheral","Inverted","037",0.5,0.5,0.5
"322","V_LNstair",0.236413782906301,0.0273264457150414,0.0904700751417158,"Left","Near","Upright","040",-0.5,-0.5,-0.5
"323","V_LFstair",0.272236057514255,0.0339488565149538,0.106269418645443,"Left","Far","Upright","040",0,-0.5,-0.5
"324","V_LPstair",0.581686313921841,0.0260052209774821,0.0857561955387122,"Left","Peripheral","Upright","040",0.5,-0.5,-0.5
"325","V_RNstair",0.24053038691801,0.0284526354787241,0.0928930571978244,"Right","Near","Upright","040",-0.5,0.5,-0.5
"326","V_RFstair",0.381702561822174,0.0265187332084564,0.0872566924247761,"Right","Far","Upright","040",0,0.5,-0.5
"327","V_RPstair",0.304717701578352,0.0263922756500672,0.0875830682875704,"Right","Peripheral","Upright","040",0.5,0.5,-0.5
"328","I_LNstair",0.487408150013677,0.0280001007586288,0.0918649076968561,"Left","Near","Inverted","040",-0.5,-0.5,0.5
"329","I_LFstair",0.75653516152722,0.0442353821853228,0.138164642153865,"Left","Far","Inverted","040",0,-0.5,0.5
"330","I_LPstair",0.641940040502651,0.0271464855985559,0.0891223003114296,"Left","Peripheral","Inverted","040",0.5,-0.5,0.5
"331","I_RNstair",0.358864797329762,0.0269759375081147,0.0885511284640541,"Right","Near","Inverted","040",-0.5,0.5,0.5
"332","I_RFstair",0.482356314400884,0.0279521354690674,0.0912806640903572,"Right","Far","Inverted","040",0,0.5,0.5
"333","I_RPstair",0.426010775532848,0.0262897290261758,0.0869025970447429,"Right","Peripheral","Inverted","040",0.5,0.5,0.5
"334","V_LNstair",0.244703903536189,0.0270401728860376,0.0897847818984943,"Left","Near","Upright","041",-0.5,-0.5,-0.5
"335","V_LFstair",0.253446453642549,0.0277142925435927,0.0919679550804844,"Left","Far","Upright","041",0,-0.5,-0.5
"336","V_LPstair",0.353383837067761,0.0262287677726764,0.086971721728222,"Left","Peripheral","Upright","041",0.5,-0.5,-0.5
"337","V_RNstair",0.229627410627964,0.0284357979337346,0.0928774597620567,"Right","Near","Upright","041",-0.5,0.5,-0.5
"338","V_RFstair",0.369764643550222,0.0266165426411833,0.0876254037741595,"Right","Far","Upright","041",0,0.5,-0.5
"339","V_RPstair",0.417705827884289,0.0493689059961754,0.11484056471859,"Right","Peripheral","Upright","041",0.5,0.5,-0.5
"340","I_LNstair",0.368752497429404,0.0264587037326924,0.0872006756927384,"Left","Near","Inverted","041",-0.5,-0.5,0.5
"341","I_LFstair",0.54707121107856,0.0262388968818078,0.086567532022626,"Left","Far","Inverted","041",0,-0.5,0.5
"342","I_LPstair",0.559585581773282,0.0312520566147873,0.10238078859004,"Left","Peripheral","Inverted","041",0.5,-0.5,0.5
"343","I_RNstair",0.416820867761962,0.0263451731987286,0.0870604826904426,"Right","Near","Inverted","041",-0.5,0.5,0.5
"344","I_RFstair",0.363689881805086,0.0264211535528404,0.0876787522110943,"Right","Far","Inverted","041",0,0.5,0.5
"345","I_RPstair",0.505138284214404,0.025595451700536,0.0845249027050283,"Right","Peripheral","Inverted","041",0.5,0.5,0.5
"346","V_LNstair",0.264759371466508,0.0416543690669939,0.136388630036191,"Left","Near","Upright","042",-0.5,-0.5,-0.5
"347","V_LFstair",0.443114410394893,0.0266928038539117,0.0882832165815002,"Left","Far","Upright","042",0,-0.5,-0.5
"348","V_LPstair",0.57800284698874,0.0346994340764613,0.11020851103504,"Left","Peripheral","Upright","042",0.5,-0.5,-0.5
"349","V_RNstair",0.414041652260281,0.0264389489013376,0.087761218327012,"Right","Near","Upright","042",-0.5,0.5,-0.5
"350","V_RFstair",0.614082521001364,0.0260692853688036,0.0863428032827661,"Right","Far","Upright","042",0,0.5,-0.5
"351","V_RPstair",0.492375458102853,0.0262369099713686,0.0866976831993818,"Right","Peripheral","Upright","042",0.5,0.5,-0.5
"352","I_LNstair",0.564439223593209,0.0278272316859216,0.0908022280353826,"Left","Near","Inverted","042",-0.5,-0.5,0.5
"353","I_LFstair",0.578975499247648,0.0371321646536281,0.112018923390507,"Left","Far","Inverted","042",0,-0.5,0.5
"354","I_LPstair",0.591846775254928,0.0257699962228747,0.0849760441522921,"Left","Peripheral","Inverted","042",0.5,-0.5,0.5
"355","I_RNstair",0.726851056573332,0.0287337436476318,0.0948030684432005,"Right","Near","Inverted","042",-0.5,0.5,0.5
"356","I_RFstair",0.726762181327788,0.0260790583897078,0.085899280870751,"Right","Far","Inverted","042",0,0.5,0.5
"357","I_RPstair",0.84966631419445,0.0273997547711853,0.0896341348784778,"Right","Peripheral","Inverted","042",0.5,0.5,0.5
"358","V_LNstair",0.37422017280702,0.0286442363602652,0.0945380276431778,"Left","Near","Upright","043",-0.5,-0.5,-0.5
"359","V_LFstair",0.559449328280879,0.0257404994753717,0.0852622898338472,"Left","Far","Upright","043",0,-0.5,-0.5
"360","V_LPstair",0.557974863222096,0.0266952905033341,0.0878302482070714,"Left","Peripheral","Upright","043",0.5,-0.5,-0.5
"361","V_RNstair",0.304183465353492,0.0297236322346987,0.0976319582043199,"Right","Near","Upright","043",-0.5,0.5,-0.5
"362","V_RFstair",0.600575840055929,0.0702975750981931,0.213931000221046,"Right","Far","Upright","043",0,0.5,-0.5
"363","V_RPstair",0.368102986119427,0.0267299285280584,0.0878444515590557,"Right","Peripheral","Upright","043",0.5,0.5,-0.5
"364","I_LNstair",0.520370910017187,0.0597885026475252,0.132699201953413,"Left","Near","Inverted","043",-0.5,-0.5,0.5
"365","I_LFstair",0.629013937579189,0.0262031931008343,0.0865245737039968,"Left","Far","Inverted","043",0,-0.5,0.5
"366","I_LPstair",0.648796744970222,0.0257368315316386,0.0852456241997889,"Left","Peripheral","Inverted","043",0.5,-0.5,0.5
"367","I_RNstair",0.477883110650214,0.0259935522159348,0.0858653981215324,"Right","Near","Inverted","043",-0.5,0.5,0.5
"368","I_RFstair",0.579371306193724,0.0260401562878009,0.0861007883115793,"Right","Far","Inverted","043",0,0.5,0.5
"369","I_RPstair",0.560588081695995,0.0267100106474868,0.0877036541474104,"Right","Peripheral","Inverted","043",0.5,0.5,0.5
"370","V_LNstair",0.445828956658486,0.0261374600737693,0.0864425353737326,"Left","Near","Upright","045",-0.5,-0.5,-0.5
"371","V_LFstair",0.445079120022195,0.0256579338031591,0.0847824114568971,"Left","Far","Upright","045",0,-0.5,-0.5
"372","V_LPstair",0.502686911922205,0.0322933676114551,0.101667570220426,"Left","Peripheral","Upright","045",0.5,-0.5,-0.5
"373","V_RNstair",0.250048934832913,0.0265011562878395,0.0873152863353429,"Right","Near","Upright","045",-0.5,0.5,-0.5
"374","V_RFstair",0.316604278805024,0.0269416756874257,0.0890606750862831,"Right","Far","Upright","045",0,0.5,-0.5
"375","V_RPstair",0.332903633407322,0.027734153914742,0.0916258516515001,"Right","Peripheral","Upright","045",0.5,0.5,-0.5
"376","I_LNstair",0.47216199514046,0.0260322464671394,0.0860169463820346,"Left","Near","Inverted","045",-0.5,-0.5,0.5
"377","I_LFstair",0.629048090458062,0.0265115334640878,0.0872594996391211,"Left","Far","Inverted","045",0,-0.5,0.5
"378","I_LPstair",0.892724197372708,0.02712039717279,0.0897725742596531,"Left","Peripheral","Inverted","045",0.5,-0.5,0.5
"379","I_RNstair",0.509570304182639,0.0280201086484511,0.0908155113397944,"Right","Near","Inverted","045",-0.5,0.5,0.5
"380","I_RFstair",0.429429253463407,0.0301255148107404,0.0961715947577833,"Right","Far","Inverted","045",0,0.5,0.5
"381","I_RPstair",0.390903469364144,0.0264635344426903,0.0871180389277503,"Right","Peripheral","Inverted","045",0.5,0.5,0.5
"382","V_LNstair",0.365238115304855,0.0314471299965559,0.102829257864483,"Left","Near","Upright","046",-0.5,-0.5,-0.5
"383","V_LFstair",0.510175316846942,0.0591306937589997,0.13328018740994,"Left","Far","Upright","046",0,-0.5,-0.5
"384","V_LPstair",0.608787506885527,0.0302217028995758,0.0977246726480018,"Left","Peripheral","Upright","046",0.5,-0.5,-0.5
"385","V_RNstair",0.20031771818213,0.0272074628485966,0.0890604262962594,"Right","Near","Upright","046",-0.5,0.5,-0.5
"386","V_RFstair",0.220382442606174,0.0266132977127004,0.0875881728962177,"Right","Far","Upright","046",0,0.5,-0.5
"387","V_RPstair",0.492307435426946,0.0257951232965492,0.0850572785365554,"Right","Peripheral","Upright","046",0.5,0.5,-0.5
"388","I_LNstair",0.513837830610325,0.0351991262411256,0.108597872836401,"Left","Near","Inverted","046",-0.5,-0.5,0.5
"389","I_LFstair",0.471367587769372,0.0257871743339255,0.0852374020353424,"Left","Far","Inverted","046",0,-0.5,0.5
"390","I_LPstair",0.578951804816732,0.0261542820250607,0.0863899794013102,"Left","Peripheral","Inverted","046",0.5,-0.5,0.5
"391","I_RNstair",0.20808589366108,0.0726468228951232,0.245913700658608,"Right","Near","Inverted","046",-0.5,0.5,0.5
"392","I_RFstair",0.350840827771288,0.0263321259604633,0.0868025536578591,"Right","Far","Inverted","046",0,0.5,0.5
"393","I_RPstair",0.394123310266737,0.0290382373269537,0.0939429054467398,"Right","Peripheral","Inverted","046",0.5,0.5,0.5
"394","V_LNstair",0.216927718897613,0.0312237017717231,0.102011173487444,"Left","Near","Upright","047",-0.5,-0.5,-0.5
"395","V_LFstair",0.184380236611356,0.0347691108397612,0.111917421919852,"Left","Far","Upright","047",0,-0.5,-0.5
"396","V_LPstair",0.290739308051254,0.0328013535224115,0.107623226792205,"Left","Peripheral","Upright","047",0.5,-0.5,-0.5
"397","V_RNstair",0.18110319914741,0.0343636502940805,0.11321312680188,"Right","Near","Upright","047",-0.5,0.5,-0.5
"398","V_RFstair",0.158695800794602,0.0281431224448757,0.0924565627468046,"Right","Far","Upright","047",0,0.5,-0.5
"399","V_RPstair",0.344247731062366,0.0304284998663489,0.0996162698763983,"Right","Peripheral","Upright","047",0.5,0.5,-0.5
"400","I_LNstair",0.407793134110345,0.0360805680691608,0.118186949252002,"Left","Near","Inverted","047",-0.5,-0.5,0.5
"401","I_LFstair",0.51807945044107,0.0269735664478869,0.08884030693286,"Left","Far","Inverted","047",0,-0.5,0.5
"402","I_LPstair",0.389689924378804,0.0508789477417456,0.164172691776871,"Left","Peripheral","Inverted","047",0.5,-0.5,0.5
"403","I_RNstair",0.342058020837439,0.0263023970638202,0.0869588566733414,"Right","Near","Inverted","047",-0.5,0.5,0.5
"404","I_RFstair",0.30094503681753,0.0279148374408092,0.0921910891365775,"Right","Far","Inverted","047",0,0.5,0.5
"405","I_RPstair",0.416577894891773,0.0258323006277953,0.0851576116987597,"Right","Peripheral","Inverted","047",0.5,0.5,0.5
"406","V_LNstair",0.307342283420571,0.0281293920315561,0.0925995573534959,"Left","Near","Upright","048",-0.5,-0.5,-0.5
"407","V_LFstair",0.388889804683629,0.0262834556122003,0.0867407386813741,"Left","Far","Upright","048",0,-0.5,-0.5
"408","V_LPstair",0.606200657645045,0.0298940626068749,0.0981966272305753,"Left","Peripheral","Upright","048",0.5,-0.5,-0.5
"409","V_RNstair",0.43065798405956,0.0512186206458895,0.115400456606732,"Right","Near","Upright","048",-0.5,0.5,-0.5
"410","V_RFstair",0.614797154192131,0.0269908418321751,0.0893231733400652,"Right","Far","Upright","048",0,0.5,-0.5
"411","V_RPstair",0.391184054105045,0.0262134348761189,0.0864243665456246,"Right","Peripheral","Upright","048",0.5,0.5,-0.5
"412","I_LNstair",0.520134837395989,0.0269558724959568,0.0886352832474877,"Left","Near","Inverted","048",-0.5,-0.5,0.5
"413","I_LFstair",0.782154517600472,0.0270237148247994,0.0892460007808444,"Left","Far","Inverted","048",0,-0.5,0.5
"414","I_RNstair",0.485255674816393,0.025942996147681,0.0858528763563249,"Right","Near","Inverted","048",-0.5,0.5,0.5
"415","I_RFstair",0.702342117266097,0.0264154817987827,0.0871881051301945,"Right","Far","Inverted","048",0,0.5,0.5
"416","I_RPstair",0.60879761133671,0.0275704718882044,0.0905744325008256,"Right","Peripheral","Inverted","048",0.5,0.5,0.5
"417","V_LNstair",0.153822855537816,0.0270710718326618,0.0899320880437324,"Left","Near","Upright","050",-0.5,-0.5,-0.5
"418","V_LFstair",0.141849551564504,0.0297450589555833,0.0983562692673304,"Left","Far","Upright","050",0,-0.5,-0.5
"419","V_LPstair",0.213460311433144,0.026960829723587,0.0895386411678081,"Left","Peripheral","Upright","050",0.5,-0.5,-0.5
"420","V_RNstair",0.17993193399476,0.0272374915885179,0.0893585234277484,"Right","Near","Upright","050",-0.5,0.5,-0.5
"421","V_RFstair",0.156041971404029,0.0270019184846342,0.089468696521423,"Right","Far","Upright","050",0,0.5,-0.5
"422","V_RPstair",0.288638683342406,0.0296045819733293,0.0966725392806922,"Right","Peripheral","Upright","050",0.5,0.5,-0.5
"423","I_LNstair",0.267436096120204,0.0264433389628826,0.0870221766445593,"Left","Near","Inverted","050",-0.5,-0.5,0.5
"424","I_LFstair",0.278866364131098,0.039768508738845,0.130158474089391,"Left","Far","Inverted","050",0,-0.5,0.5
"425","I_LPstair",0.241472897504611,0.026644525061165,0.087865642331071,"Left","Peripheral","Inverted","050",0.5,-0.5,0.5
"426","I_RNstair",0.276184689290577,0.0289958269197201,0.0956990730081304,"Right","Near","Inverted","050",-0.5,0.5,0.5
"427","I_RFstair",0.249217763770243,0.026491269584342,0.0873021074008039,"Right","Far","Inverted","050",0,0.5,0.5
"428","I_RPstair",0.357592749776421,0.0265960385387814,0.0876920279833411,"Right","Peripheral","Inverted","050",0.5,0.5,0.5
"429","V_LNstair",0.243237505505069,0.0269779629674428,0.0894866066683402,"Left","Near","Upright","051",-0.5,-0.5,-0.5
"430","V_LFstair",0.402396233826002,0.034211895288795,0.107914658192763,"Left","Far","Upright","051",0,-0.5,-0.5
"431","V_LPstair",0.314376784929266,0.0266052829207219,0.0883435155035616,"Left","Peripheral","Upright","051",0.5,-0.5,-0.5
"432","V_RNstair",0.214630694543465,0.0270874533025084,0.0899842106068494,"Right","Near","Upright","051",-0.5,0.5,-0.5
"433","V_RFstair",0.438686534866917,0.0256407192487069,0.0849595009474438,"Right","Far","Upright","051",0,0.5,-0.5
"434","V_RPstair",0.489599072112367,0.0260868927477712,0.0862093055727323,"Right","Peripheral","Upright","051",0.5,0.5,-0.5
"435","I_LNstair",0.51111334075549,0.0261732480664058,0.086342219476273,"Left","Near","Inverted","051",-0.5,-0.5,0.5
"436","I_LFstair",0.436987242875237,0.0257656721600923,0.0850137928231137,"Left","Far","Inverted","051",0,-0.5,0.5
"437","I_LPstair",0.554592170467207,0.0256850067317299,0.0849145547196428,"Left","Peripheral","Inverted","051",0.5,-0.5,0.5
"438","I_RNstair",0.605674040437108,0.0254935568342705,0.0839343038776518,"Right","Near","Inverted","051",-0.5,0.5,0.5
"439","I_RFstair",0.668689259443627,0.0270334638302535,0.0886754490097915,"Right","Far","Inverted","051",0,0.5,0.5
"440","I_RPstair",0.634105460251661,0.0258527657036811,0.085594531811875,"Right","Peripheral","Inverted","051",0.5,0.5,0.5
