"","SUBJECT","Stair","Mean","SD","CIwidth","Hemifield","Eccentricity","ART","Spelling","VisWM","Native_English_reader","Native_Latin_reader"
"479","111","RFstair",0.399259600926083,0.0273173095349358,0.0893854415588379,"Right","Far",9,53,59,"Y","Y"
"480","111","LFstair",0.154988612331911,0.0246856121779955,0.0809715370412261,"Left","Far",9,53,59,"Y","Y"
"481","111","LPstair",0.297386181359136,0.022545182744424,0.0744682199848035,"Left","Peripheral",9,53,59,"Y","Y"
"482","111","RPstair",0.473539281685059,0.0225341844800914,0.0747764114604091,"Right","Peripheral",9,53,59,"Y","Y"
"483","112","RPstair",0.439696125522283,0.0246257213863826,0.0801208965446258,"Right","Peripheral",6,74,54,"N","Y"
"484","112","LFstair",0.175552984553671,0.0277602391757563,0.0919016819163956,"Left","Far",6,74,54,"N","Y"
"485","112","LPstair",0.331850256167058,0.0232267158327819,0.0769422539948341,"Left","Peripheral",6,74,54,"N","Y"
"486","112","LNstair",0.199395684049809,0.0378367961945699,0.116646750472807,"Left","Near",6,74,54,"N","Y"
"487","112","RNstair",0.191642145998504,0.0255765846600497,0.0846339318474716,"Right","Near",6,74,54,"N","Y"
"488","112","RFstair",0.23299237895027,0.0226932835559441,0.0752134342573725,"Right","Far",6,74,54,"N","Y"
"489","113","LNstair",0.343620468897956,0.0374685884536853,0.120329152748294,"Left","Near",11,68,39,"Y","Y"
"490","113","LFstair",0.698097170843716,0.0241164762625664,0.0803017866452354,"Left","Far",11,68,39,"Y","Y"
"491","113","RFstair",0.43761176229092,0.0220394777897185,0.0730585215519866,"Right","Far",11,68,39,"Y","Y"
"492","113","RPstair",0.323744641876952,0.0242049416324636,0.0792493851199707,"Right","Peripheral",11,68,39,"Y","Y"
"493","113","LPstair",0.774104283360274,0.0222141662475542,0.0740293552203957,"Left","Peripheral",11,68,39,"Y","Y"
"494","113","RNstair",0.38259620095016,0.0226915384704828,0.0749685307791076,"Right","Near",11,68,39,"Y","Y"
"495","116","LNstair",0.263164415188131,0.0229988168837908,0.0760268531265683,"Left","Near",18,87,40,"Y","Y"
"496","116","RPstair",0.33864014442664,0.0227137159365433,0.0751662692978355,"Right","Peripheral",18,87,40,"Y","Y"
"497","116","LFstair",0.388542608862727,0.0272372392228346,0.0899411965042756,"Left","Far",18,87,40,"Y","Y"
"498","116","LPstair",0.653826044637331,0.0216023450316898,0.0722048760869182,"Left","Peripheral",18,87,40,"Y","Y"
"499","116","RNstair",0.142838619435203,0.0294204941516022,0.0965252932512092,"Right","Near",18,87,40,"Y","Y"
"500","116","RFstair",0.0974845599175925,0.0253524521806516,0.0839563094049099,"Right","Far",18,87,40,"Y","Y"
"501","119","RPstair",0.537338537637614,0.0219620144918174,0.072906264889396,"Right","Peripheral",12,62,67,"Y","Y"
"502","119","LFstair",0.442358055100045,0.0292829029378528,0.0900617705951646,"Left","Far",12,62,67,"Y","Y"
"503","119","RFstair",0.595864868564369,0.0226881591083572,0.0752966564149449,"Right","Far",12,62,67,"Y","Y"
"504","119","LNstair",0.468550745151571,0.0271549234084327,0.0824229672137001,"Left","Near",12,62,67,"Y","Y"
"505","119","LPstair",0.457910094333127,0.0248419319341584,0.08124337106653,"Left","Peripheral",12,62,67,"Y","Y"
"506","119","RNstair",0.612072001735945,0.0238936880181963,0.0793900530346577,"Right","Near",12,62,67,"Y","Y"
"507","120","LNstair",0.274563314916424,0.0232677337643123,0.0768308047990605,"Left","Near",8,85,36,"Y","Y"
"508","120","RNstair",0.216564953064133,0.0227264297264844,0.0752577691792926,"Right","Near",8,85,36,"Y","Y"
"509","120","RFstair",0.283749351716607,0.0226413619557477,0.0752003122370105,"Right","Far",8,85,36,"Y","Y"
"510","120","LFstair",0.62786908147177,0.0216282501188701,0.0714192779422851,"Left","Far",8,85,36,"Y","Y"
"511","120","LPstair",0.541738333726169,0.0212633200347217,0.0705439302192997,"Left","Peripheral",8,85,36,"Y","Y"
"512","120","RPstair",0.365114174279952,0.0220179116682994,0.0734666345734444,"Right","Peripheral",8,85,36,"Y","Y"
"513","121","RPstair",0.438711229917203,0.0223564822078298,0.0735948760527586,"Right","Peripheral",3,72,48,"Y","Y"
"514","121","LFstair",0.567447173178283,0.0217513483381216,0.0721769234137257,"Left","Far",3,72,48,"Y","Y"
"515","121","LPstair",0.521190400270002,0.0214790622755839,0.0709287379918151,"Left","Peripheral",3,72,48,"Y","Y"
"516","121","LNstair",0.262356685471439,0.0231177550398823,0.0763140099261694,"Left","Near",3,72,48,"Y","Y"
"517","121","RNstair",0.277981985784585,0.0225794454034118,0.0745401729093431,"Right","Near",3,72,48,"Y","Y"
"518","121","RFstair",0.381995923068702,0.0237085901943123,0.0786111114300402,"Right","Far",3,72,48,"Y","Y"
"519","122","LNstair",0.363123652109251,0.0220236141007816,0.073354510611796,"Left","Near",4,77,46,"Y","Y"
"520","122","LFstair",0.496863208971129,0.0215577350728966,0.071774386787555,"Left","Far",4,77,46,"Y","Y"
"521","122","RFstair",0.204948655192227,0.0228518498412014,0.0757977155337575,"Right","Far",4,77,46,"Y","Y"
"522","122","RPstair",0.544149964183819,0.0225681050376109,0.0748610417573228,"Right","Peripheral",4,77,46,"Y","Y"
"523","122","LPstair",0.629521185865873,0.0218015454804082,0.0714087193927366,"Left","Peripheral",4,77,46,"Y","Y"
"524","122","RNstair",0.174654789352611,0.0231954318736471,0.0767077338413073,"Right","Near",4,77,46,"Y","Y"
"525","123","RPstair",0.271071267537225,0.0226682013831347,0.0749326372111945,"Right","Peripheral",12,81,60,"Y","Y"
"526","123","LFstair",0.483640094368171,0.0255950014671378,0.0825654493984173,"Left","Far",12,81,60,"Y","Y"
"527","123","LPstair",0.522726655141984,0.0225799057322125,0.074642508479702,"Left","Peripheral",12,81,60,"Y","Y"
"528","123","RNstair",0.118708219641025,0.0274404213083041,0.0899552372638545,"Right","Near",12,81,60,"Y","Y"
"529","123","LNstair",0.164864803079174,0.0370121798970902,0.121168429580959,"Left","Near",12,81,60,"Y","Y"
"530","123","RFstair",0.224600909332935,0.0286807150486247,0.0948687280413866,"Right","Far",12,81,60,"Y","Y"
"531","126","LPstair",0.445137981954604,0.0228778790794502,0.0756226189288408,"Left","Peripheral",10,79,50,"Y","Y"
"532","126","RNstair",0.161151148326178,0.0237193009695411,0.078899733256373,"Right","Near",10,79,50,"Y","Y"
"533","126","RFstair",0.197670573962625,0.0245560098771721,0.0816048997247399,"Right","Far",10,79,50,"Y","Y"
"534","126","RPstair",0.274723580286693,0.0906638286429161,0.294049593734098,"Right","Peripheral",10,79,50,"Y","Y"
"535","126","LFstair",0.382844796344664,0.0297101509786852,0.0892704556618011,"Left","Far",10,79,50,"Y","Y"
"536","126","LNstair",0.414810802904938,0.0302027982496435,0.0894713441422978,"Left","Near",10,79,50,"Y","Y"
"537","127","LFstair",0.697805776795659,0.0218675480973942,0.0722790575843254,"Left","Far",18,78,49,"Y","Y"
"538","127","LPstair",0.602031508029121,0.0215130878190458,0.0714834734850177,"Left","Peripheral",18,78,49,"Y","Y"
"539","127","LNstair",0.588529873251969,0.0222877221726138,0.0734411472538998,"Left","Near",18,78,49,"Y","Y"
"540","127","RFstair",0.541088144733688,0.0221229767515682,0.0728326905820108,"Right","Far",18,78,49,"Y","Y"
"541","127","RPstair",0.556271113658563,0.0214853039334179,0.0716938403244072,"Right","Peripheral",18,78,49,"Y","Y"
"542","127","RNstair",0.427321101110086,0.0604190853556644,0.168487467527147,"Right","Near",18,78,49,"Y","Y"
"543","128","RPstair",0.519015226081377,0.0267508944306702,0.0871444009480798,"Right","Peripheral",5,81,41,"Y","Y"
"544","128","RNstair",0.171762108866799,0.0291272665675315,0.0947685931574743,"Right","Near",5,81,41,"Y","Y"
"545","128","RFstair",0.278810952808385,0.0225588517222018,0.0747143825317786,"Right","Far",5,81,41,"Y","Y"
"546","128","LNstair",0.237723153138667,0.0346668851885759,0.105276965453591,"Left","Near",5,81,41,"Y","Y"
"547","128","LFstair",0.476032901165618,0.0229843037873166,0.0758836971535315,"Left","Far",5,81,41,"Y","Y"
"548","128","LPstair",0.49558605323831,0.0234134352906052,0.0770116127396802,"Left","Peripheral",5,81,41,"Y","Y"
"549","130","LNstair",0.710836522835468,0.0219132008958627,0.0722920692682383,"Left","Near",10,76,58,"Y","Y"
"550","130","LFstair",0.649578127905902,0.0233045869412736,0.0775061892225453,"Left","Far",10,76,58,"Y","Y"
"551","130","RFstair",0.50150951044694,0.026410015298791,0.0864257563401335,"Right","Far",10,76,58,"Y","Y"
"552","130","RPstair",0.590677464235073,0.0242273533802188,0.0804589137208698,"Right","Peripheral",10,76,58,"Y","Y"
"553","130","LPstair",0.749246298015533,0.0220853101749527,0.0727340422196516,"Left","Peripheral",10,76,58,"Y","Y"
"554","130","RNstair",0.180226061261638,0.0270130170442118,0.0886881902807729,"Right","Near",10,76,58,"Y","Y"
"555","131","LNstair",0.445254311728668,0.0216483581311988,0.0723461554847679,"Left","Near",4,70,31,"Y","Y"
"556","131","LFstair",0.489955751936498,0.0218521521879519,0.0716523873184604,"Left","Far",4,70,31,"Y","Y"
"557","131","RFstair",0.462103714908572,0.0220814201644709,0.0730296864005947,"Right","Far",4,70,31,"Y","Y"
"558","131","RPstair",0.575137384137857,0.0220542118101727,0.0735453152448243,"Right","Peripheral",4,70,31,"Y","Y"
"559","131","LPstair",0.726268276239244,0.0223439471290289,0.074266818247029,"Left","Peripheral",4,70,31,"Y","Y"
"560","131","RNstair",0.297971900610495,0.0252235948692613,0.0832007025891222,"Right","Near",4,70,31,"Y","Y"
"561","132","LFstair",0.62923456022777,0.0219494249430292,0.0720674274399227,"Left","Far",8,69,55,"Y","Y"
"562","132","LPstair",0.628328058595305,0.0219753942229514,0.0724677867209937,"Left","Peripheral",8,69,55,"Y","Y"
"563","132","RNstair",0.394336154531381,0.023294092643971,0.0769904182554834,"Right","Near",8,69,55,"Y","Y"
"564","132","LNstair",0.34053998053061,0.0310897556395402,0.102555346685474,"Left","Near",8,69,55,"Y","Y"
"565","132","RPstair",0.568932781640615,0.0218262791344071,0.071563844467108,"Right","Peripheral",8,69,55,"Y","Y"
"566","132","RFstair",0.453241611496478,0.0214813940666098,0.071729034327465,"Right","Far",8,69,55,"Y","Y"
"567","133","LFstair",0.444612782375255,0.0238343324568349,0.0780335690901858,"Left","Far",11,74,45,"Y","Y"
"568","133","LPstair",0.482260147033118,0.0215375196798027,0.0716512080220779,"Left","Peripheral",11,74,45,"Y","Y"
"569","133","LNstair",0.173659693180369,0.0269605348490464,0.089596282353606,"Left","Near",11,74,45,"Y","Y"
"570","133","RPstair",0.491444957734346,0.0227835017715347,0.075119018218913,"Right","Peripheral",11,74,45,"Y","Y"
"571","133","RNstair",0.250610753765635,0.0252055231168173,0.0830743576976223,"Right","Near",11,74,45,"Y","Y"
"572","133","RFstair",0.374654275387421,0.0256946705179106,0.0837721357555086,"Right","Far",11,74,45,"Y","Y"
"573","134","LNstair",0.421664093934246,0.0291061477217813,0.0860300764591282,"Left","Near",10,81,76,"Y","Y"
"574","134","LPstair",0.526312733946327,0.0219476148777697,0.0731209039520329,"Left","Peripheral",10,81,76,"Y","Y"
"575","134","RNstair",0.181487395697602,0.025113927140492,0.0830836623752059,"Right","Near",10,81,76,"Y","Y"
"576","134","RFstair",0.415055131984204,0.0319188423650502,0.0973210751058318,"Right","Far",10,81,76,"Y","Y"
"577","134","LFstair",0.674635816288263,0.0222991081499055,0.0742543750059373,"Left","Far",10,81,76,"Y","Y"
"578","134","RPstair",0.236408144037303,0.0456174917708875,0.150618709731884,"Right","Peripheral",10,81,76,"Y","Y"
"579","136","LNstair",0.451487264782086,0.0217466565417355,0.071886424613232,"Left","Near",6,68,46,"Y","Y"
"580","136","LFstair",0.776669052419231,0.0220423493038879,0.0732831217307338,"Left","Far",6,68,46,"Y","Y"
"581","136","RPstair",0.632183014526937,0.0232344857251962,0.0768748332667752,"Right","Peripheral",6,68,46,"Y","Y"
"582","136","LPstair",0.726696099073334,0.022231502800279,0.0737489508804251,"Left","Peripheral",6,68,46,"Y","Y"
"583","136","RNstair",0.335462073907374,0.0240372191334588,0.0790976857806012,"Right","Near",6,68,46,"Y","Y"
"584","136","RFstair",0.675859434573833,0.0217440572167025,0.0725571258473922,"Right","Far",6,68,46,"Y","Y"
"585","138","LNstair",0.138956285865706,0.0579173741807325,0.192903836540312,"Left","Near",14,73,52,"Y","Y"
"586","138","LFstair",0.313961109535771,0.0242845102640418,0.0795632943508551,"Left","Far",14,73,52,"Y","Y"
"587","138","RFstair",0.174914778416779,0.031048869092805,0.101811946318028,"Right","Far",14,73,52,"Y","Y"
"588","138","RPstair",0.148015356373435,0.0244318477807618,0.0809967078541471,"Right","Peripheral",14,73,52,"Y","Y"
"589","138","LPstair",0.482074845105355,0.0215949998180463,0.071666159712498,"Left","Peripheral",14,73,52,"Y","Y"
"590","138","RNstair",0.192110455054389,0.0349229914355592,0.113946002843445,"Right","Near",14,73,52,"Y","Y"
"591","139","LFstair",0.17137229885803,0.0246777464835709,0.081986938493775,"Left","Far",4,77,81,"Y","Y"
"592","139","LPstair",0.38096560075234,0.0241519269618763,0.0804360548550938,"Left","Peripheral",4,77,81,"Y","Y"
"593","139","RNstair",0.152999704987678,0.0237646628077027,0.0784253011044598,"Right","Near",4,77,81,"Y","Y"
"594","139","LNstair",0.319936823278541,0.0227439202949889,0.0754457466289887,"Left","Near",4,77,81,"Y","Y"
"595","139","RPstair",0.346570948540205,0.0247857057559226,0.0818104069017082,"Right","Peripheral",4,77,81,"Y","Y"
"596","139","RFstair",0.177506920581512,0.0404133651245586,0.133045210679033,"Right","Far",4,77,81,"Y","Y"
"597","145","RNstair",0.191540043392881,0.0229287779986157,0.0757302183125084,"Right","Near",41,86,38,"Y","Y"
"598","145","LNstair",0.685732563270635,0.0221056026070618,0.0736550125523658,"Left","Near",41,86,38,"Y","Y"
"599","145","LFstair",0.894840645260926,0.0240011588367231,0.078753170671029,"Left","Far",41,86,38,"Y","Y"
"600","145","RPstair",0.658405575236969,0.0216989218203187,0.0714709671325866,"Right","Peripheral",41,86,38,"Y","Y"
"601","145","RFstair",0.617261727277937,0.0219130969401073,0.072751603314249,"Right","Far",41,86,38,"Y","Y"
"602","146","RPstair",0.574884101395397,0.0215363349441811,0.0720252416692374,"Right","Peripheral",0,68,52,"N","Y"
"603","146","LFstair",0.596417458883899,0.0214069383256383,0.0713262591742118,"Left","Far",0,68,52,"N","Y"
"604","146","RFstair",0.600309306067298,0.0220901816510112,0.0726846752687564,"Right","Far",0,68,52,"N","Y"
"605","146","LNstair",0.467386081904115,0.0213885575203298,0.0709792049617493,"Left","Near",0,68,52,"N","Y"
"606","146","LPstair",0.676255744572788,0.0219149754666942,0.0729278126228532,"Left","Peripheral",0,68,52,"N","Y"
"607","146","RNstair",0.358958056854692,0.027401505457612,0.0896753780445908,"Right","Near",0,68,52,"N","Y"
"608","147","LNstair",0.450423536322456,0.0304998605595754,0.0860268136923699,"Left","Near",13,80,45,"Y","Y"
"609","147","RNstair",0.220807836163861,0.0269281191728425,0.0881141827940369,"Right","Near",13,80,45,"Y","Y"
"610","147","RFstair",0.273009381053609,0.0231429480235521,0.0763249234974904,"Right","Far",13,80,45,"Y","Y"
"611","147","LFstair",0.492528094600931,0.022633869356863,0.0744956794545687,"Left","Far",13,80,45,"Y","Y"
"612","147","LPstair",0.670759783389741,0.0218130989767641,0.0719522853915424,"Left","Peripheral",13,80,45,"Y","Y"
"613","147","RPstair",0.423780379162747,0.0223336163652331,0.0742610682960995,"Right","Peripheral",13,80,45,"Y","Y"
"614","148","RPstair",0.471945033343522,0.0217118911626059,0.0719833973618292,"Right","Peripheral",17,82,54,"Y","Y"
"615","148","LFstair",0.243686328075575,0.0251873538390817,0.0825113349769515,"Left","Far",17,82,54,"Y","Y"
"616","148","LPstair",0.375950456885412,0.0266372154179805,0.0874081753865286,"Left","Peripheral",17,82,54,"Y","Y"
"617","148","LNstair",0.412080300112955,0.0291391111919008,0.0859518154283829,"Left","Near",17,82,54,"Y","Y"
"618","148","RNstair",0.206991527356023,0.0227988761147155,0.0753560196407733,"Right","Near",17,82,54,"Y","Y"
"619","148","RFstair",0.236499014893071,0.0232133668866088,0.0765736323685186,"Right","Far",17,82,54,"Y","Y"
"620","149","LNstair",0.194079769466226,0.0229568867870422,0.0760773191439596,"Left","Near",5,85,61,"Y","Y"
"621","149","LFstair",0.233237013163511,0.0412991837723307,0.131324978690742,"Left","Far",5,85,61,"Y","Y"
"622","149","RFstair",0.221135576097854,0.0382910923999844,0.122297631625635,"Right","Far",5,85,61,"Y","Y"
"623","149","RPstair",0.387891421743294,0.0219210698447503,0.0724970374121912,"Right","Peripheral",5,85,61,"Y","Y"
"624","149","LPstair",0.481809009197392,0.0217044112961146,0.0718464049760511,"Left","Peripheral",5,85,61,"Y","Y"
"625","149","RNstair",0.137740017062347,0.0263703403643707,0.0869387958191519,"Right","Near",5,85,61,"Y","Y"
"626","150","RPstair",0.406630761406803,0.0250465778447646,0.082135619537464,"Right","Peripheral",3,80,47,"Y","Y"
"627","150","LFstair",0.402419625436862,0.0247895827249412,0.0811673692035184,"Left","Far",3,80,47,"Y","Y"
"628","150","LPstair",0.418732299933894,0.0228044678543256,0.0753818467138475,"Left","Peripheral",3,80,47,"Y","Y"
"629","150","RNstair",0.473196405241938,0.0216874674471848,0.0722634403027081,"Right","Near",3,80,47,"Y","Y"
"630","150","LNstair",0.198043997844463,0.0581171783517023,0.194853226491925,"Left","Near",3,80,47,"Y","Y"
"631","150","RFstair",0.376992825566403,0.0223864993809658,0.074256436840509,"Right","Far",3,80,47,"Y","Y"
"632","151","LFstair",0.656290381423792,0.0216291461643974,0.072078104903961,"Left","Far",7,78,51,"Y","Y"
"633","151","LPstair",0.62328723343402,0.0215416042837876,0.0719402634260518,"Left","Peripheral",7,78,51,"Y","Y"
"634","151","RNstair",0.236179051635053,0.0246139896077651,0.0813970566850719,"Right","Near",7,78,51,"Y","Y"
"635","151","RPstair",0.363384385339962,0.0549349805108989,0.163500885603779,"Right","Peripheral",7,78,51,"Y","Y"
"636","151","RFstair",0.249133398277394,0.0226644978247638,0.0751619914645643,"Right","Far",7,78,51,"Y","Y"
"637","151","LNstair",0.380758191118461,0.0239636536843214,0.0798196482088624,"Left","Near",7,78,51,"Y","Y"
"638","153","LPstair",0.525683222961577,0.0234153626835064,0.0770728922408271,"Left","Peripheral",7,81,54,"Y","Y"
"639","153","RNstair",0.251222066257108,0.0303090172055924,0.100414931433236,"Right","Near",7,81,54,"Y","Y"
"640","153","RFstair",0.450182100176513,0.0222013606425178,0.0732070553144971,"Right","Far",7,81,54,"Y","Y"
"641","153","RPstair",0.591285241673747,0.0215617362139558,0.0712764918548322,"Right","Peripheral",7,81,54,"Y","Y"
"642","153","LFstair",0.439688353263969,0.0458019778138917,0.117122580102836,"Left","Far",7,81,54,"Y","Y"
"643","153","LNstair",0.49496501055563,0.0278341613575752,0.090291025669444,"Left","Near",7,81,54,"Y","Y"
"644","154","LFstair",0.417960327681302,0.0217804569844039,0.0720649285363007,"Left","Far",7,60,50,"Y","Y"
"645","154","LPstair",0.561190003546623,0.0221403180776531,0.0732128687947071,"Left","Peripheral",7,60,50,"Y","Y"
"646","154","LNstair",0.191805024415185,0.0241170445055968,0.0801321556897517,"Left","Near",7,60,50,"Y","Y"
"647","154","RFstair",0.403183660285391,0.0326441997748437,0.100680664626197,"Right","Far",7,60,50,"Y","Y"
"648","154","RPstair",0.34892481515075,0.0225127028747196,0.0745447058196544,"Right","Peripheral",7,60,50,"Y","Y"
"649","154","RNstair",0.231095328312877,0.024014449066076,0.0799495632293645,"Right","Near",7,60,50,"Y","Y"
"650","156","LPstair",0.696540741638655,0.0218562896955586,0.0726897761637644,"Left","Peripheral",9,77,57,"Y","Y"
"651","156","RNstair",0.200542731697639,0.0363827621312864,0.119651363948731,"Right","Near",9,77,57,"Y","Y"
"652","156","LNstair",0.253683988458425,0.0233167472980199,0.0769462994434309,"Left","Near",9,77,57,"Y","Y"
"653","156","LFstair",0.534618799034968,0.0221987804679294,0.0739464599370193,"Left","Far",9,77,57,"Y","Y"
"654","156","RFstair",0.577634905029418,0.0223834270693465,0.0740614483325672,"Right","Far",9,77,57,"Y","Y"
"655","156","RPstair",0.467816549409167,0.0223138651909635,0.0736269784213988,"Right","Peripheral",9,77,57,"Y","Y"
"656","157","RFstair",0.462652803892547,0.0227362626614773,0.0748651317201939,"Right","Far",15,85,46,"Y","Y"
"657","157","LNstair",0.91383973843997,0.0267506496061248,0.0891504962088199,"Left","Near",15,85,46,"Y","Y"
"658","157","LFstair",0.871954374850323,0.0225398978911682,0.0746206650567062,"Left","Far",15,85,46,"Y","Y"
"659","157","RPstair",0.474376686341652,0.0214866035938036,0.0718585404954582,"Right","Peripheral",15,85,46,"Y","Y"
"660","157","RNstair",0.516203835891431,0.0231988639151494,0.0765135936199006,"Right","Near",15,85,46,"Y","Y"
"661","157","LPstair",0.770141524595297,0.023463569299353,0.0779721369001621,"Left","Peripheral",15,85,46,"Y","Y"
"662","158","LFstair",0.498937805920225,0.0227642617327977,0.0749901302733781,"Left","Far",6,81,58,"Y","Y"
"663","158","LPstair",0.55929397049138,0.0234398873051624,0.0777430447672645,"Left","Peripheral",6,81,58,"Y","Y"
"664","158","LNstair",0.381763715766654,0.0220670953001426,0.0730787821557858,"Left","Near",6,81,58,"Y","Y"
"665","158","RPstair",0.520991465420349,0.0216579815065972,0.0713850032194018,"Right","Peripheral",6,81,58,"Y","Y"
"666","158","RNstair",0.447215678085814,0.0241752987935154,0.0776130638289347,"Right","Near",6,81,58,"Y","Y"
"667","158","RFstair",0.489920427728673,0.021569850184861,0.0703638591447024,"Right","Far",6,81,58,"Y","Y"
"668","161","LNstair",0.195370759777214,0.0238687222860884,0.0783330301575557,"Left","Near",10,82,66,"Y","Y"
"669","161","LFstair",0.11249768950649,0.0383212510434418,0.126568528670815,"Left","Far",10,82,66,"Y","Y"
"670","161","RNstair",0.169946418878263,0.023203605762348,0.0772154155629404,"Right","Near",10,82,66,"Y","Y"
"671","161","RFstair",0.23002260857207,0.0230229549299879,0.0765251153769234,"Right","Far",10,82,66,"Y","Y"
"672","161","RPstair",0.364641061557847,0.0245990973785743,0.0805664752902407,"Right","Peripheral",10,82,66,"Y","Y"
"673","161","LPstair",0.362075831662381,0.0290029844181222,0.095164125078588,"Left","Peripheral",10,82,66,"Y","Y"
"674","162","LPstair",0.515810395575001,0.0234538367471268,0.0771027539502454,"Left","Peripheral",15,73,56,"Y","Y"
"675","162","RNstair",0.315556628675777,0.0225694407446445,0.0749967986596532,"Right","Near",15,73,56,"Y","Y"
"676","162","RFstair",0.431904782639984,0.0220139100431371,0.0728738291530827,"Right","Far",15,73,56,"Y","Y"
"677","162","RPstair",0.595929330113423,0.0220063363394009,0.0733536371178376,"Right","Peripheral",15,73,56,"Y","Y"
"678","162","LFstair",0.372371814455264,0.0301473049581428,0.0916805307516083,"Left","Far",15,73,56,"Y","Y"
"679","162","LNstair",0.389793042482901,0.0314644044422402,0.0959557022417489,"Left","Near",15,73,56,"Y","Y"
"680","163","LFstair",0.807782894502255,0.023270658251611,0.0769654095496546,"Left","Far",16,79,58,"Y","Y"
"681","163","LPstair",0.732087381924604,0.0223671272763518,0.0740046984671847,"Left","Peripheral",16,79,58,"Y","Y"
"682","163","LNstair",0.445351613845685,0.0235124399325759,0.077291768812169,"Left","Near",16,79,58,"Y","Y"
"683","163","RNstair",0.219427458380941,0.0530524120173094,0.17388895443296,"Right","Near",16,79,58,"Y","Y"
"684","163","RFstair",0.337200528053802,0.0226311791481982,0.0748837165744664,"Right","Far",16,79,58,"Y","Y"
"685","163","RPstair",0.510072955923861,0.0226934665653629,0.0751652777113478,"Right","Peripheral",16,79,58,"Y","Y"
"686","164","LNstair",0.360986818040216,0.0250599677913097,0.0832624120660989,"Left","Near",5,68,43,"Y","Y"
"687","164","RNstair",0.189580722553965,0.0231808533455674,0.0771182120794293,"Right","Near",5,68,43,"Y","Y"
"688","164","RFstair",0.48477858150008,0.022294913469746,0.0742323138014126,"Right","Far",5,68,43,"Y","Y"
"689","164","RPstair",0.563922168630605,0.0213555429048868,0.0714510697925317,"Right","Peripheral",5,68,43,"Y","Y"
"690","164","LFstair",0.532819459711565,0.0221524747738252,0.0735275731209521,"Left","Far",5,68,43,"Y","Y"
"691","164","LPstair",0.601702438277426,0.0214577460398419,0.0712075551460252,"Left","Peripheral",5,68,43,"Y","Y"
"692","165","LNstair",0.441396360888511,0.0301866057950247,0.0869952442800949,"Left","Near",2,76,45,"Y","Y"
"693","165","RNstair",0.201037673520557,0.0229202555650492,0.0759546143072706,"Right","Near",2,76,45,"Y","Y"
"694","165","RFstair",0.256019808639052,0.0415201099407412,0.130465531439175,"Right","Far",2,76,45,"Y","Y"
"695","165","LFstair",0.59634843117857,0.021396287203245,0.0713392244741546,"Left","Far",2,76,45,"Y","Y"
"696","165","LPstair",0.787782724202039,0.02248474987165,0.0742582298300903,"Left","Peripheral",2,76,45,"Y","Y"
"697","165","RPstair",0.430576030240609,0.023845993717645,0.0791725189602352,"Right","Peripheral",2,76,45,"Y","Y"
"698","167","LNstair",0.358493837304222,0.0239931365362852,0.079879646538292,"Left","Near",12,82,47,"Y","Y"
"699","167","LFstair",0.646754847576682,0.0218731409746537,0.0727559483692122,"Left","Far",12,82,47,"Y","Y"
"700","167","RFstair",0.24338112463047,0.0288135594116899,0.0952052242616239,"Right","Far",12,82,47,"Y","Y"
"701","167","RPstair",0.438088976612042,0.0247180457370331,0.0801024523727422,"Right","Peripheral",12,82,47,"Y","Y"
"702","167","LPstair",0.736961963188037,0.0223326680961591,0.073922830717073,"Left","Peripheral",12,82,47,"Y","Y"
"703","167","RNstair",0.178910642183821,0.0232478839563767,0.0773220151024385,"Right","Near",12,82,47,"Y","Y"
"704","168","LFstair",0.528879037914102,0.0212650159024877,0.0695717755470093,"Left","Far",5,75,50,"N","Y"
"705","168","LPstair",0.625711635222674,0.0229447973414876,0.0759837376803389,"Left","Peripheral",5,75,50,"N","Y"
"706","168","RNstair",0.207074112039854,0.0238052202576797,0.0788342176842226,"Right","Near",5,75,50,"N","Y"
"707","168","LNstair",0.510972513531928,0.0213414213589202,0.0703684639884232,"Left","Near",5,75,50,"N","Y"
"708","168","RPstair",0.225403725099473,0.0229697351668272,0.0760769413789708,"Right","Peripheral",5,75,50,"N","Y"
"709","168","RFstair",0.286514632920007,0.0244451777258429,0.0801293903387392,"Right","Far",5,75,50,"N","Y"
"710","169","LFstair",0.100641173048971,0.0605766949704056,0.197648673207577,"Left","Far",5,72,77,"Y","Y"
"711","169","LPstair",0.308880120834507,0.0225934240701661,0.0748535423335895,"Left","Peripheral",5,72,77,"Y","Y"
"712","169","LNstair",0.257585728486626,0.0263024748939161,0.0866174192933731,"Left","Near",5,72,77,"Y","Y"
"713","169","RPstair",0.59386779421087,0.0214733327119491,0.0718094635569057,"Right","Peripheral",5,72,77,"Y","Y"
"714","169","RNstair",0.426381948287359,0.0261771506154961,0.0852028491039231,"Right","Near",5,72,77,"Y","Y"
"715","169","RFstair",0.355571948417928,0.0254219283622299,0.083710671961731,"Right","Far",5,72,77,"Y","Y"
"716","170","LNstair",0.696000813982939,0.0218585479874485,0.0728711449946722,"Left","Near",3,62,46,"N","Y"
"717","170","LFstair",0.557907285237518,0.0212410594517664,0.0701788114444841,"Left","Far",3,62,46,"N","Y"
"718","170","LPstair",0.678182898265048,0.0226631207241405,0.0750737560176455,"Left","Peripheral",3,62,46,"N","Y"
"719","170","RNstair",0.665413629653842,0.0218288494615928,0.0728775878791762,"Right","Near",3,62,46,"N","Y"
