"","SUBJECT","Stair","Mean","SD","CIwidth","Hemifield","Eccentricity","ART","Spelling","VisWM","Native_English_reader","Native_Latin_reader"
"238","057","RFstair",0.587403634254797,0.0223313339763647,0.0739793949664835,"Right","Far",6,82,43,"Y","Y"
"239","057","RPstair",0.658109186086888,0.021803849026486,0.0720102285728403,"Right","Peripheral",6,82,43,"Y","Y"
"240","058","RNstair",0.166282587274378,0.0288546640410323,0.0943804152136982,"Right","Near",6,68,48,"Y","Y"
"241","058","LNstair",0.220007584958755,0.0229016607802696,0.0760727743097094,"Left","Near",6,68,48,"Y","Y"
"242","058","LFstair",0.283057572856667,0.0248054722186248,0.0819052658578784,"Left","Far",6,68,48,"Y","Y"
"243","058","LPstair",0.449287536883218,0.0326238006957158,0.0924395105253595,"Left","Peripheral",6,68,48,"Y","Y"
"244","058","RFstair",0.228196308801225,0.0274853989450373,0.0904451667804768,"Right","Far",6,68,48,"Y","Y"
"245","058","RPstair",0.38982658208453,0.0248291564466592,0.0823840842831574,"Right","Peripheral",6,68,48,"Y","Y"
"246","060","LNstair",0.245184964914443,0.0706886593026836,0.234599571658306,"Left","Near",8,79,34,"Y","Y"
"247","060","RFstair",0.138651454629836,0.0234748101458397,0.0781126379556293,"Right","Far",8,79,34,"Y","Y"
"248","060","LFstair",0.389730867874107,0.0240945941770767,0.0796851372913031,"Left","Far",8,79,34,"Y","Y"
"249","060","LPstair",0.45498899482154,0.0242301720331455,0.0779379786892201,"Left","Peripheral",8,79,34,"Y","Y"
"250","060","RNstair",0.174998336159333,0.0241854509120433,0.0791245403482806,"Right","Near",8,79,34,"Y","Y"
"251","060","RPstair",0.265007757524583,0.0239938411260721,0.0786844367872825,"Right","Peripheral",8,79,34,"Y","Y"
"252","061","LPstair",0.819324948773668,0.0222533409304108,0.0734608283361122,"Left","Peripheral",17,80,37,"Y","Y"
"253","061","RFstair",0.323750600361867,0.0223083294557503,0.0742575978938909,"Right","Far",17,80,37,"Y","Y"
"254","061","LNstair",0.448416378848636,0.0223472723721293,0.0736618195037814,"Left","Near",17,80,37,"Y","Y"
"255","061","LFstair",0.623000912994386,0.021862969026063,0.0727828621767396,"Left","Far",17,80,37,"Y","Y"
"256","061","RNstair",0.460310813279832,0.0222391898280067,0.0732713970780582,"Right","Near",17,80,37,"Y","Y"
"257","061","RPstair",0.432387173237244,0.0217783327247354,0.0724664301452343,"Right","Peripheral",17,80,37,"Y","Y"
"258","062","LNstair",0.280373838174033,0.0231864599289101,0.0770800035325226,"Left","Near",5,77,54,"Y","Y"
"259","062","LFstair",0.722997701603411,0.0227372506984324,0.0752180989913814,"Left","Far",5,77,54,"Y","Y"
"260","062","RFstair",0.381553253361828,0.023783044450895,0.0791119003046232,"Right","Far",5,77,54,"Y","Y"
"261","062","LPstair",0.729904258877634,0.0228315805910596,0.0757705774824416,"Left","Peripheral",5,77,54,"Y","Y"
"262","062","RNstair",0.243318193096298,0.0280665075878076,0.0922840722436336,"Right","Near",5,77,54,"Y","Y"
"263","062","RPstair",0.540517985962615,0.0216191314056712,0.0711368339796862,"Right","Peripheral",5,77,54,"Y","Y"
"264","063","RPstair",0.506425776745452,0.0215882105094318,0.0719905327424087,"Right","Peripheral",13,78,41,"Y","Y"
"265","063","LPstair",0.48771163365041,0.0212855040255474,0.0704344230889659,"Left","Peripheral",13,78,41,"Y","Y"
"266","063","RFstair",0.267852117649596,0.0262013280747864,0.0863953320328949,"Right","Far",13,78,41,"Y","Y"
"267","063","LFstair",0.351660512043655,0.0264459684035057,0.0871138585286015,"Left","Far",13,78,41,"Y","Y"
"268","063","LNstair",0.259651184719585,0.0228648947798598,0.0759399032930441,"Left","Near",13,78,41,"Y","Y"
"269","063","RNstair",0.176261456633823,0.0257460164378179,0.0851395497296036,"Right","Near",13,78,41,"Y","Y"
"270","064","LFstair",0.520634474412949,0.0216104802158,0.0712531495766227,"Left","Far",12,68,40,"Y","Y"
"271","064","LNstair",0.578166224440489,0.0213916522963742,0.0705244271394575,"Left","Near",12,68,40,"Y","Y"
"272","064","LPstair",0.838171812575254,0.0261524648594571,0.0863422527923333,"Left","Peripheral",12,68,40,"Y","Y"
"273","064","RNstair",0.433062207673315,0.022674719517965,0.0750665404093456,"Right","Near",12,68,40,"Y","Y"
"274","064","RFstair",0.568593119316983,0.0213061530519283,0.0699938263184009,"Right","Far",12,68,40,"Y","Y"
"275","064","RPstair",0.618264397993432,0.0217380659418065,0.0717242100760119,"Right","Peripheral",12,68,40,"Y","Y"
"276","065","LFstair",0.284335496885803,0.0224791170930419,0.0747878077238506,"Left","Far",15,68,41,"Y","Y"
"277","065","LNstair",0.331897776202435,0.0319693561823475,0.102388287438365,"Left","Near",15,68,41,"Y","Y"
"278","065","RPstair",0.478653487059771,0.0229221046135152,0.0754732178419756,"Right","Peripheral",15,68,41,"Y","Y"
"279","065","LPstair",0.616596732350986,0.0219675352613044,0.0731083563113896,"Left","Peripheral",15,68,41,"Y","Y"
"280","065","RNstair",0.185511645446995,0.0531264938716698,0.173913593887275,"Right","Near",15,68,41,"Y","Y"
"281","065","RFstair",0.244522924042111,0.0283133889083468,0.0937738316633056,"Right","Far",15,68,41,"Y","Y"
"282","067","LPstair",0.371435186652928,0.0226261880562319,0.074662660032052,"Left","Peripheral",12,64,44,"Y","Y"
"283","067","LNstair",0.222356418218219,0.0378662548931192,0.124179446691643,"Left","Near",12,64,44,"Y","Y"
"284","067","LFstair",0.187485177306911,0.0245069606702939,0.0813032591331481,"Left","Far",12,64,44,"Y","Y"
"285","067","RPstair",0.492765424748405,0.0214867466808307,0.0716053413871257,"Right","Peripheral",12,64,44,"Y","Y"
"286","067","RNstair",0.352118384800309,0.0869928813443289,0.282431574445062,"Right","Near",12,64,44,"Y","Y"
"287","067","RFstair",0.444259179360805,0.0224908135897494,0.0746977267806164,"Right","Far",12,64,44,"Y","Y"
"288","068","RNstair",0.180271624660008,0.0248102694016409,0.0824782488310827,"Right","Near",3,62,62,"Y","Y"
"289","068","RPstair",0.431351542626033,0.0249682752933734,0.0814874348220138,"Right","Peripheral",3,62,62,"Y","Y"
"290","068","LFstair",0.377933487725735,0.0234806284583497,0.078117615256688,"Left","Far",3,62,62,"Y","Y"
"291","068","LPstair",0.410348335045938,0.0218491954353931,0.0716957769162617,"Left","Peripheral",3,62,62,"Y","Y"
"292","068","RFstair",0.242230871176179,0.0736442156737047,0.245174085355135,"Right","Far",3,62,62,"Y","Y"
"293","068","LNstair",0.374448103677421,0.0231476066439109,0.0764432095628583,"Left","Near",3,62,62,"Y","Y"
"294","069","LPstair",0.739634267565752,0.0235418636897053,0.0783664867111018,"Left","Peripheral",5,76,39,"N","Y"
"295","069","RNstair",0.443624064806466,0.0219109230777678,0.0730204302181423,"Right","Near",5,76,39,"N","Y"
"296","069","LNstair",0.632796076340264,0.021613610162713,0.0720314250941652,"Left","Near",5,76,39,"N","Y"
"297","069","LFstair",0.481004163967206,0.0213464852975318,0.0704505402820994,"Left","Far",5,76,39,"N","Y"
"298","069","RPstair",0.614449604883274,0.021746299392938,0.072658694392852,"Right","Peripheral",5,76,39,"N","Y"
"299","069","RFstair",0.664964498856257,0.0222110251125349,0.0740131177552322,"Right","Far",5,76,39,"N","Y"
"300","070","LFstair",0.529107385440221,0.0219043576063954,0.0719265267311412,"Left","Far",25,80,44,"Y","Y"
"301","070","RFstair",0.591166893923966,0.0220361545389223,0.0725740183421164,"Right","Far",25,80,44,"Y","Y"
"302","070","RPstair",0.584573063001921,0.0214749152842869,0.0718474684027427,"Right","Peripheral",25,80,44,"Y","Y"
"303","070","LNstair",0.501359168213954,0.0212927118297719,0.0704611986121073,"Left","Near",25,80,44,"Y","Y"
"304","070","LPstair",0.634116159020809,0.0219298643268061,0.0732038280090898,"Left","Peripheral",25,80,44,"Y","Y"
"305","070","RNstair",0.293121045388432,0.0233026773877441,0.0767493856191992,"Right","Near",25,80,44,"Y","Y"
"306","071","LNstair",0.198734045830002,0.0228428927926856,0.0758174339088767,"Left","Near",8,57,61,"Y","Y"
"307","071","LFstair",0.391263731143845,0.0252423539558586,0.0828653740350864,"Left","Far",8,57,61,"Y","Y"
"308","071","RPstair",0.508447884694214,0.0212681209619304,0.0699412130393771,"Right","Peripheral",8,57,61,"Y","Y"
"309","071","LPstair",0.51658756824996,0.0222674589493471,0.0739761930441898,"Left","Peripheral",8,57,61,"Y","Y"
"310","071","RNstair",0.350884211027717,0.0291934747941264,0.0903649429554882,"Right","Near",8,57,61,"Y","Y"
"311","071","RFstair",0.233711484666673,0.0383034495267381,0.120700470973935,"Right","Far",8,57,61,"Y","Y"
"312","072","RNstair",0.575102091567466,0.0237560349875292,0.0779870904787073,"Right","Near",6,75,62,"Y","Y"
"313","072","LNstair",0.349884375052208,0.0511623941662253,0.149663333037083,"Left","Near",6,75,62,"Y","Y"
"314","072","RPstair",0.563814914871669,0.0221609639880708,0.073739847117374,"Right","Peripheral",6,75,62,"Y","Y"
"315","072","LFstair",0.524319693970297,0.0228080076914606,0.075567252967734,"Left","Far",6,75,62,"Y","Y"
"316","072","LPstair",0.660012564002787,0.0223847663809204,0.0739746509253996,"Left","Peripheral",6,75,62,"Y","Y"
"317","072","RFstair",0.494754558950984,0.0215815258639928,0.0721670512305133,"Right","Far",6,75,62,"Y","Y"
"318","075","LFstair",0.569102714297528,0.0214208968694711,0.0699291095063268,"Left","Far",7,64,31,"Y","Y"
"319","075","LNstair",0.364763201257809,0.022086635089822,0.0736787634925865,"Left","Near",7,64,31,"Y","Y"
"320","075","LPstair",0.914083346867192,0.0229844272358904,0.0761859578877365,"Left","Peripheral",7,64,31,"Y","Y"
"321","075","RNstair",0.527966347896757,0.0212504987399308,0.0702169474262493,"Right","Near",7,64,31,"Y","Y"
"322","075","RFstair",0.44905881900233,0.0220199851607543,0.0723555883150385,"Right","Far",7,64,31,"Y","Y"
"323","075","RPstair",0.687672816617599,0.0218474834568725,0.0723224089887784,"Right","Peripheral",7,64,31,"Y","Y"
"324","077","RNstair",0.249060218061058,0.0226404516017104,0.0750309888039074,"Right","Near",2,67,58,"Y","Y"
"325","077","LFstair",0.310204557921084,0.0226528682184098,0.0750802752682413,"Left","Far",2,67,58,"Y","Y"
"326","077","LPstair",0.380521757685819,0.0239089013969758,0.0796807447035884,"Left","Peripheral",2,67,58,"Y","Y"
"327","077","LNstair",0.273535276937054,0.0226341671666672,0.0751521986980592,"Left","Near",2,67,58,"Y","Y"
"328","077","RFstair",0.424290259429099,0.0228697694193957,0.0757126196342138,"Right","Far",2,67,58,"Y","Y"
"329","077","RPstair",0.330835102497118,0.0233750802468877,0.0777010572300846,"Right","Peripheral",2,67,58,"Y","Y"
"330","080","LNstair",0.476837218980765,0.0221478888643098,0.0735814157508399,"Left","Near",8,86,52,"Y","Y"
"331","080","LFstair",0.498236096280017,0.0227263385723019,0.0749058953774228,"Left","Far",8,86,52,"Y","Y"
"332","080","LPstair",0.488946498821926,0.0220574226807614,0.0725978128916136,"Left","Peripheral",8,86,52,"Y","Y"
"333","080","RNstair",0.174875005532542,0.027643002364678,0.0900134844860614,"Right","Near",8,86,52,"Y","Y"
"334","080","RFstair",0.38350187766944,0.0517091707384149,0.138692299835082,"Right","Far",8,86,52,"Y","Y"
"335","080","RPstair",0.41797237731506,0.022776392579697,0.0751264414898408,"Right","Peripheral",8,86,52,"Y","Y"
"336","081","RPstair",0.565009495012388,0.0214319732399371,0.0716996477811134,"Right","Peripheral",6,63,52,"Y","Y"
"337","081","RFstair",0.551716526737551,0.0212728484522083,0.0705648170711614,"Right","Far",6,63,52,"Y","Y"
"338","081","LNstair",0.605230773033286,0.0222675907534444,0.0741170951911078,"Left","Near",6,63,52,"Y","Y"
"339","081","LFstair",0.728689571690697,0.0218331270405382,0.0716926079883619,"Left","Far",6,63,52,"Y","Y"
"340","081","LPstair",0.686382631636888,0.0228571001101342,0.0755319425302545,"Left","Peripheral",6,63,52,"Y","Y"
"341","081","RNstair",0.344133157334544,0.0225582878401939,0.0749756213098792,"Right","Near",6,63,52,"Y","Y"
"342","082","LNstair",0.453466377332341,0.0227954523436673,0.0752346668570616,"Left","Near",9,65,43,"Y","Y"
"343","082","LFstair",0.501559757928386,0.0303036405095084,0.0919713982942851,"Left","Far",9,65,43,"Y","Y"
"344","082","LPstair",0.387355741067218,0.0243517727407425,0.0802614123719964,"Left","Peripheral",9,65,43,"Y","Y"
"345","082","RNstair",0.316662996675903,0.0238524516019247,0.0790690962260456,"Right","Near",9,65,43,"Y","Y"
"346","082","RFstair",0.460430766308649,0.0248967718696845,0.0811286541247446,"Right","Far",9,65,43,"Y","Y"
"347","082","RPstair",0.443361604739352,0.0222969013186664,0.0740171774970807,"Right","Peripheral",9,65,43,"Y","Y"
"348","084","LNstair",0.189685923978469,0.0243911752222584,0.0812733811679965,"Left","Near",10,73,49,"Y","Y"
"349","084","LFstair",0.348428751762637,0.0227984456021252,0.0754080393293295,"Left","Far",10,73,49,"Y","Y"
"350","084","RFstair",0.221161322509797,0.0231901250270087,0.0769705547994812,"Right","Far",10,73,49,"Y","Y"
"351","084","RPstair",0.474757334836786,0.0214868697007171,0.0718796922993456,"Right","Peripheral",10,73,49,"Y","Y"
"352","084","LPstair",0.52485698241603,0.0213343350378621,0.0713925747593288,"Left","Peripheral",10,73,49,"Y","Y"
"353","084","RNstair",0.220705106094413,0.0245827614146844,0.0813844633545872,"Right","Near",10,73,49,"Y","Y"
"354","085","LFstair",0.401160234011445,0.0318434991152268,0.0939808472587415,"Left","Far",13,83,57,"Y","Y"
"355","085","LPstair",0.497665952890731,0.0212383944519113,0.0702921757435501,"Left","Peripheral",13,83,57,"Y","Y"
"356","085","RNstair",0.235702156509539,0.030047462012965,0.0957066748752295,"Right","Near",13,83,57,"Y","Y"
"357","085","LNstair",0.171074588977138,0.0231025170631694,0.0766120238783954,"Left","Near",13,83,57,"Y","Y"
"358","085","RPstair",0.368496636179879,0.0246087767508899,0.0816252452132542,"Right","Peripheral",13,83,57,"Y","Y"
"359","085","RFstair",0.237085362359202,0.0242706891761202,0.0803540297634731,"Right","Far",13,83,57,"Y","Y"
"360","086","LFstair",0.255122349702803,0.0367142589490149,0.119471119684078,"Left","Far",11,82,52,"N","Y"
"361","086","LPstair",0.534491367058873,0.0246782377704475,0.080883439127059,"Left","Peripheral",11,82,52,"N","Y"
"362","086","LNstair",0.149499196274205,0.0234287859546547,0.0780272545673835,"Left","Near",11,82,52,"N","Y"
"363","086","RPstair",0.208343200516081,0.0245476397186497,0.081639037833609,"Right","Peripheral",11,82,52,"N","Y"
"364","086","RNstair",0.178416238045324,0.0278287817592163,0.091812732980369,"Right","Near",11,82,52,"N","Y"
"365","086","RFstair",0.179836388207313,0.0242984548183814,0.0808532719603234,"Right","Far",11,82,52,"N","Y"
"366","087","LNstair",0.616731772737973,0.0223978674035123,0.0743352107884402,"Left","Near",11,78,38,"Y","Y"
"367","087","RNstair",0.639970484618598,0.0231630837081458,0.0769321754940597,"Right","Near",11,78,38,"Y","Y"
"368","087","RFstair",0.678582169784414,0.0225099042952003,0.0744504487495954,"Right","Far",11,78,38,"Y","Y"
"369","087","LFstair",0.724135411716336,0.0218008917458757,0.0728260833048008,"Left","Far",11,78,38,"Y","Y"
"370","087","RPstair",0.669038351298246,0.0216703084182844,0.0708857952998456,"Right","Peripheral",11,78,38,"Y","Y"
"371","088","LFstair",0.290487311541056,0.0225166326323317,0.0744813979804564,"Left","Far",3,80,52,"Y","Y"
"372","088","LPstair",0.410987915111351,0.0243866260081115,0.0800961277578012,"Left","Peripheral",3,80,52,"Y","Y"
"373","088","RNstair",0.164570757296211,0.0246149434905171,0.0804529255205438,"Right","Near",3,80,52,"Y","Y"
"374","088","RPstair",0.316485001346916,0.0224594397527968,0.0745567313159428,"Right","Peripheral",3,80,52,"Y","Y"
"375","088","RFstair",0.373703722434824,0.0255301583848608,0.0840294618444886,"Right","Far",3,80,52,"Y","Y"
"376","088","LNstair",0.220104308074263,0.0227682643688729,0.0755216038045838,"Left","Near",3,80,52,"Y","Y"
"377","090","LPstair",0.594036827609297,0.0215116502093309,0.0719351339114518,"Left","Peripheral",9,76,38,"Y","Y"
"378","090","RNstair",0.166025275156126,0.0350663198519806,0.111330760457708,"Right","Near",9,76,38,"Y","Y"
"379","090","RFstair",0.30440125099635,0.0234068886867553,0.0771447417700037,"Right","Far",9,76,38,"Y","Y"
"380","090","RPstair",0.336325757987011,0.0240478823205336,0.0796043806939037,"Right","Peripheral",9,76,38,"Y","Y"
"381","090","LNstair",0.178442120986463,0.0232270331250089,0.0772536486568735,"Left","Near",9,76,38,"Y","Y"
"382","090","LFstair",0.468196030418506,0.0233722637120743,0.0769841198294307,"Left","Far",9,76,38,"Y","Y"
"383","091","RNstair",0.512190116252421,0.021422719513164,0.0711761614935041,"Right","Near",13,58,62,"Y","Y"
"384","091","LNstair",0.542983679118149,0.021281349868064,0.0710547803231804,"Left","Near",13,58,62,"Y","Y"
"385","091","RPstair",0.770460645091324,0.0250254161067331,0.0829530193645835,"Right","Peripheral",13,58,62,"Y","Y"
"386","091","RFstair",0.684814453404018,0.0223159941462261,0.074300953951186,"Right","Far",13,58,62,"Y","Y"
"387","092","RPstair",0.213778206276224,0.0241967070008357,0.0793951227471675,"Right","Peripheral",9,73,59,"Y","Y"
"388","092","LFstair",0.201491768358235,0.0290772360236521,0.0928869850110484,"Left","Far",9,73,59,"Y","Y"
"389","092","RFstair",0.171836213003895,0.0280158671033499,0.0902222064681036,"Right","Far",9,73,59,"Y","Y"
"390","092","LNstair",0.180448694979839,0.023122243764226,0.0768224424609409,"Left","Near",9,73,59,"Y","Y"
"391","092","LPstair",0.302819939333732,0.0468658228807031,0.141267998612641,"Left","Peripheral",9,73,59,"Y","Y"
"392","092","RNstair",0.157795724504758,0.0254544202051238,0.0842873667100895,"Right","Near",9,73,59,"Y","Y"
"393","093","LNstair",0.612036709486379,0.0215621608158449,0.0716399786868862,"Left","Near",8,57,37,"Y","Y"
"394","093","RNstair",0.269241944831037,0.0225713512070451,0.0747917961586905,"Right","Near",8,57,37,"Y","Y"
"395","093","RFstair",0.406472330141924,0.0217864279497503,0.0725887537773178,"Right","Far",8,57,37,"Y","Y"
"396","093","LFstair",0.62466206002117,0.0224509015845608,0.074651538105883,"Left","Far",8,57,37,"Y","Y"
"397","093","LPstair",0.916355284297954,0.0231180234638302,0.0764024414585895,"Left","Peripheral",8,57,37,"Y","Y"
"398","093","RPstair",0.587504047372309,0.0234727949680027,0.0771104599972972,"Right","Peripheral",8,57,37,"Y","Y"
"399","096","RPstair",0.501219301411148,0.0214968396300548,0.0710193257612023,"Right","Peripheral",6,79,21,"Y","Y"
"400","096","LNstair",0.52750205468554,0.0214451501016987,0.0711221500230325,"Left","Near",6,79,21,"Y","Y"
"401","096","LFstair",0.668157752581858,0.0218521031142643,0.0721054590187155,"Left","Far",6,79,21,"Y","Y"
"402","096","LPstair",0.518575754833163,0.0225464627924867,0.074389573646771,"Left","Peripheral",6,79,21,"Y","Y"
"403","096","RNstair",0.183386649539825,0.0230129502153209,0.0761472226687569,"Right","Near",6,79,21,"Y","Y"
"404","096","RFstair",0.478748335788416,0.0224949389284466,0.0741373847382885,"Right","Far",6,79,21,"Y","Y"
"405","097","LPstair",0.511210318597795,0.0392359994062448,0.117089131267592,"Left","Peripheral",10,84,72,"Y","Y"
"406","097","RNstair",0.189097528569919,0.0230084648651713,0.0764970995671733,"Right","Near",10,84,72,"Y","Y"
"407","097","RFstair",0.179355450506227,0.0275842965359141,0.0894042324811925,"Right","Far",10,84,72,"Y","Y"
"408","097","LFstair",0.408656312046901,0.0251538747029184,0.0820308921360576,"Left","Far",10,84,72,"Y","Y"
"409","097","LNstair",0.338272742276205,0.0231260904723264,0.0764844252263827,"Left","Near",10,84,72,"Y","Y"
"410","097","RPstair",0.250800885482839,0.0269770639608264,0.088410076357003,"Right","Peripheral",10,84,72,"Y","Y"
"411","098","LFstair",0.465213227917062,0.0215402226702805,0.0720182350864871,"Left","Far",6,87,52,"Y","Y"
"412","098","LPstair",0.801540430882399,0.0320331136915169,0.104693946163823,"Left","Peripheral",6,87,52,"Y","Y"
"413","098","LNstair",0.488350596661374,0.0230446747464675,0.075857380231705,"Left","Near",6,87,52,"Y","Y"
"414","098","RFstair",0.433167825853412,0.0219950428380712,0.0732098352313212,"Right","Far",6,87,52,"Y","Y"
"415","098","RPstair",0.485909774072933,0.0220913964988437,0.0735910447801523,"Right","Peripheral",6,87,52,"Y","Y"
"416","098","RNstair",0.370358493089057,0.022388271128439,0.073979334769924,"Right","Near",6,87,52,"Y","Y"
"417","099","RPstair",0.265900832964914,0.0247949034766161,0.0812979543347833,"Right","Peripheral",2,85,65,"Y","Y"
"418","099","RNstair",0.184192479408661,0.0232217369347787,0.0767548237382291,"Right","Near",2,85,65,"Y","Y"
"419","099","RFstair",0.248877639128272,0.0236039478194919,0.0786442314762234,"Right","Far",2,85,65,"Y","Y"
"420","099","LNstair",0.188919420435502,0.0248519119353377,0.0825922491456975,"Left","Near",2,85,65,"Y","Y"
"421","099","LFstair",0.15744910705573,0.0231756518348359,0.0767825070457541,"Left","Far",2,85,65,"Y","Y"
"422","099","LPstair",0.512824649033508,0.0213361244520358,0.0711674617706606,"Left","Peripheral",2,85,65,"Y","Y"
"423","100","LPstair",0.735220342637254,0.0250161775924738,0.0816496306396235,"Left","Peripheral",8,77,41,"Y","Y"
"424","100","RNstair",0.257504727091072,0.0491704624030446,0.15251787105918,"Right","Near",8,77,41,"Y","Y"
"425","100","LNstair",0.524205006120875,0.0216514415698145,0.0723546785583452,"Left","Near",8,77,41,"Y","Y"
"426","100","LFstair",0.585559164737642,0.0229067229753251,0.075883511939742,"Left","Far",8,77,41,"Y","Y"
"427","100","RPstair",0.44269808528995,0.0230483430865914,0.0759853896919067,"Right","Peripheral",8,77,41,"Y","Y"
"428","100","RFstair",0.379437174801611,0.0219269707406192,0.0720503278900449,"Right","Far",8,77,41,"Y","Y"
"429","102","LNstair",0.294273956416567,0.0253406277542708,0.0829517986029512,"Left","Near",9,61,51,"Y","Y"
"430","102","RNstair",0.225347108363571,0.0254934891363547,0.0841153734492032,"Right","Near",9,61,51,"Y","Y"
"431","102","RFstair",0.198277122351872,0.0244095147939241,0.0811824040977548,"Right","Far",9,61,51,"Y","Y"
"432","102","LFstair",0.282878844991071,0.0263187845512999,0.0862222182302858,"Left","Far",9,61,51,"Y","Y"
"433","102","LPstair",0.403460480899719,0.022187155072532,0.0738195122059101,"Left","Peripheral",9,61,51,"Y","Y"
"434","102","RPstair",0.317818217993012,0.0462865618365589,0.132175716306942,"Right","Peripheral",9,61,51,"Y","Y"
"435","103","LNstair",0.256805507327621,0.0795450805475667,0.263272052602846,"Left","Near",15,79,61,"Y","Y"
"436","103","LFstair",0.410635117739727,0.0569574317631925,0.156151647026679,"Left","Far",15,79,61,"Y","Y"
"437","103","LPstair",0.450370381303379,0.0219145521150439,0.071905824454036,"Left","Peripheral",15,79,61,"Y","Y"
"438","103","RPstair",0.432049031269583,0.0244496036043119,0.0810587312010481,"Right","Peripheral",15,79,61,"Y","Y"
"439","103","RFstair",0.138104926420698,0.0234043906808703,0.0777831750464849,"Right","Far",15,79,61,"Y","Y"
"440","103","RNstair",0.16772449954973,0.0231372281528621,0.0766736788680936,"Right","Near",15,79,61,"Y","Y"
"441","104","LFstair",0.461187378532856,0.0231954668582553,0.0768374122805623,"Left","Far",25,80,67,"Y","Y"
"442","104","LPstair",0.215170912742991,0.0228351605188851,0.0757444641502892,"Left","Peripheral",25,80,67,"Y","Y"
"443","104","LNstair",0.279295842551594,0.0941829119111915,0.300740681888625,"Left","Near",25,80,67,"Y","Y"
"444","104","RPstair",0.219603102560607,0.0227759747146476,0.0756033333068902,"Right","Peripheral",25,80,67,"Y","Y"
"445","104","RNstair",0.179708836232106,0.0230701038686144,0.0767292424808244,"Right","Near",25,80,67,"Y","Y"
"446","104","RFstair",0.220068542064886,0.0303184505338561,0.0969583698397971,"Right","Far",25,80,67,"Y","Y"
"447","106","LFstair",0.227507643167832,0.0258752425744166,0.0852730503161652,"Left","Far",8,74,39,"Y","Y"
"448","106","LPstair",0.298540516003715,0.0241539478018318,0.0804674666175122,"Left","Peripheral",8,74,39,"Y","Y"
"449","106","RNstair",0.196176121076271,0.0242130771332806,0.0795355616075706,"Right","Near",8,74,39,"Y","Y"
"450","106","RPstair",0.279600467760897,0.0227156067250572,0.0753401721626938,"Right","Peripheral",8,74,39,"Y","Y"
"451","106","RFstair",0.253077287236485,0.0226953225858439,0.0752443755684727,"Right","Far",8,74,39,"Y","Y"
"452","106","LNstair",0.169264504630643,0.0231295676473203,0.0769446348373901,"Left","Near",8,74,39,"Y","Y"
"453","107","LNstair",0.806974732963077,0.0232981075626326,0.0767195089703296,"Left","Near",2,67,56,"Y","Y"
"454","107","LFstair",0.719780442811688,0.0218830077758731,0.0718005709822361,"Left","Far",2,67,56,"Y","Y"
"455","107","RNstair",0.694720118414948,0.0230112437800759,0.0761483357572013,"Right","Near",2,67,56,"Y","Y"
"456","107","RFstair",0.720368077507079,0.0243755774150644,0.0808571490536325,"Right","Far",2,67,56,"Y","Y"
"457","107","RPstair",0.568053605592151,0.0224573757417894,0.0741565859265897,"Right","Peripheral",2,67,56,"Y","Y"
"458","107","LPstair",0.621353046144731,0.021893236314729,0.0723238129750542,"Left","Peripheral",2,67,56,"Y","Y"
"459","108","LPstair",0.865573249814591,0.0230086653853725,0.0761746726116028,"Left","Peripheral",9,79,44,"Y","Y"
"460","108","RNstair",0.460622051079832,0.0216031255384155,0.071204098181914,"Right","Near",9,79,44,"Y","Y"
"461","108","RFstair",0.762636882932828,0.0222106534967673,0.0738281525859423,"Right","Far",9,79,44,"Y","Y"
"462","108","RPstair",0.779075488928926,0.0222325510083962,0.0733621888087167,"Right","Peripheral",9,79,44,"Y","Y"
"463","108","LFstair",0.520597130589454,0.0215883791418163,0.0711716562429937,"Left","Far",9,79,44,"Y","Y"
"464","108","LNstair",0.494931174050269,0.0216339687523196,0.0723046763854375,"Left","Near",9,79,44,"Y","Y"
"465","109","LFstair",0.450516512577508,0.0217062183993668,0.0712225960422076,"Left","Far",4,83,65,"Y","Y"
"466","109","LPstair",0.477001607796583,0.0220661796272532,0.0733155622124582,"Left","Peripheral",4,83,65,"Y","Y"
"467","109","LNstair",0.183477752355829,0.0230416086588398,0.0762573688755171,"Left","Near",4,83,65,"Y","Y"
"468","109","RNstair",0.144059425221349,0.0249217132155869,0.081956167533405,"Right","Near",4,83,65,"Y","Y"
"469","109","RFstair",0.111608784706367,0.0251976843462701,0.083508661365038,"Right","Far",4,83,65,"Y","Y"
"470","109","RPstair",0.314223408200103,0.0230207267182619,0.0762328673610829,"Right","Peripheral",4,83,65,"Y","Y"
"471","110","LNstair",0.245040471889248,0.0256712651809597,0.0839009971428775,"Left","Near",5,68,43,"Y","Y"
"472","110","RNstair",0.190896642862041,0.024134763961252,0.0803614717090797,"Right","Near",5,68,43,"Y","Y"
"473","110","RFstair",0.425670485781742,0.0229172570541238,0.075896403570194,"Right","Far",5,68,43,"Y","Y"
"474","110","RPstair",0.425344470416153,0.0222075766197162,0.074007202991254,"Right","Peripheral",5,68,43,"Y","Y"
"475","110","LFstair",0.511726392691705,0.0216550428320756,0.0717842307992302,"Left","Far",5,68,43,"Y","Y"
"476","110","LPstair",0.696139126921714,0.0225229213353703,0.0747714224681166,"Left","Peripheral",5,68,43,"Y","Y"
"477","111","LNstair",0.309066337236305,0.0265377839908792,0.0864013422834322,"Left","Near",9,53,59,"Y","Y"
"478","111","RNstair",0.232302556047278,0.0240502170465614,0.0796370268536182,"Right","Near",9,53,59,"Y","Y"
