"","Stair","Mean","SD","CIwidth","Hemifield","Eccentricity","Condition","SUBJECT","EccentricityEff","HemifieldEff","CondEff"
"218","L_LPstair",0.377465143115836,0.0391319894066563,0.128694032058701,"Left","Peripheral","Upright","044",0.5,-0.5,-0.5
"219","L_RNstair",0.215325826404016,0.0271474403318231,0.090088093486936,"Right","Near","Upright","044",-0.5,0.5,-0.5
"220","L_RFstair",0.128920724719896,0.0352700279181251,0.115881530443139,"Right","Far","Upright","044",0,0.5,-0.5
"221","L_RPstair",0.191328632576086,0.0273852795097812,0.0900567257978241,"Right","Peripheral","Upright","044",0.5,0.5,-0.5
"222","G_LNstair",0.60815411004448,0.0275875918561268,0.0907594418984945,"Left","Near","Gabor","044",-0.5,-0.5,0.5
"223","G_LFstair",0.939556941746508,0.0270635527699443,0.0895618995895691,"Left","Far","Gabor","044",0,-0.5,0.5
"224","G_LPstair",0.540140613713056,0.027509441099425,0.0887783696739681,"Left","Peripheral","Gabor","044",0.5,-0.5,0.5
"225","G_RNstair",0.429268838938024,0.0871286127300286,0.28614715510032,"Right","Near","Gabor","044",-0.5,0.5,0.5
"226","G_RFstair",0.579113103768,0.0264736987148236,0.087070531213008,"Right","Far","Gabor","044",0,0.5,0.5
"227","G_RPstair",0.430602464106052,0.0312100095938021,0.0961352392831811,"Right","Peripheral","Gabor","044",0.5,0.5,0.5
"228","L_LNstair",0.241247259804716,0.0276132649354426,0.0907754042236415,"Left","Near","Upright","045",-0.5,-0.5,-0.5
"229","L_LFstair",0.201470038779803,0.0281922694597358,0.0922257191860376,"Left","Far","Upright","045",0,-0.5,-0.5
"230","L_LPstair",0.345506629456187,0.0600156357583282,0.187984502082354,"Left","Peripheral","Upright","045",0.5,-0.5,-0.5
"231","L_RNstair",0.196492144624437,0.0269238443265492,0.089027537323018,"Right","Near","Upright","045",-0.5,0.5,-0.5
"232","L_RFstair",0.221551627777052,0.0268443790178479,0.0886778449093895,"Right","Far","Upright","045",0,0.5,-0.5
"233","L_RPstair",0.502905575185434,0.0258972313763308,0.085649829450365,"Right","Peripheral","Upright","045",0.5,0.5,-0.5
"234","G_LNstair",0.557146241238974,0.0315273546070976,0.0985332036681653,"Left","Near","Gabor","045",-0.5,-0.5,0.5
"235","G_LFstair",0.525602086339475,0.0298601326774644,0.0946834640698733,"Left","Far","Gabor","045",0,-0.5,0.5
"236","G_LPstair",0.38654687992821,0.0265250317778295,0.0876434361440175,"Left","Peripheral","Gabor","045",0.5,-0.5,0.5
"237","G_RNstair",0.537974343669919,0.0259208695028439,0.0856513014390035,"Right","Near","Gabor","045",-0.5,0.5,0.5
"238","G_RFstair",0.387004828180192,0.0403371724966714,0.133050587654314,"Right","Far","Gabor","045",0,0.5,0.5
"239","G_RPstair",0.579882095182955,0.0264421187018763,0.0869915266325472,"Right","Peripheral","Gabor","045",0.5,0.5,0.5
"240","L_LNstair",0.265708001603753,0.0325188558338102,0.100600632938749,"Left","Near","Upright","048",-0.5,-0.5,-0.5
"241","L_LFstair",0.718415239680719,0.0352835924420475,0.111930237289931,"Left","Far","Upright","048",0,-0.5,-0.5
"242","L_LPstair",0.8273343452204,0.0361630194681668,0.11552041073808,"Left","Peripheral","Upright","048",0.5,-0.5,-0.5
"243","L_RNstair",0.237565227800721,0.0270489088737445,0.0891973664709013,"Right","Near","Upright","048",-0.5,0.5,-0.5
"244","L_RFstair",0.508950201677819,0.0272509385630324,0.089105352343603,"Right","Far","Upright","048",0,0.5,-0.5
"245","L_RPstair",0.402897699517448,0.0261470241767949,0.0866032649303182,"Right","Peripheral","Upright","048",0.5,0.5,-0.5
"246","G_LNstair",0.59978170546325,0.0283687148485361,0.091995596172893,"Left","Near","Gabor","048",-0.5,-0.5,0.5
"247","G_LFstair",0.657824484469561,0.0304257400257509,0.0975353161353132,"Left","Far","Gabor","048",0,-0.5,0.5
"248","G_LPstair",0.653184128750447,0.026032400103617,0.0860919048287954,"Left","Peripheral","Gabor","048",0.5,-0.5,0.5
"249","G_RNstair",0.314495376527577,0.0478129189666456,0.157899692277779,"Right","Near","Gabor","048",-0.5,0.5,0.5
"250","G_RFstair",0.491861755930058,0.0310064928254649,0.0924438739743182,"Right","Far","Gabor","048",0,0.5,0.5
"251","G_RPstair",0.603214830037531,0.027588650219673,0.0913309250247265,"Right","Peripheral","Gabor","048",0.5,0.5,0.5
"252","L_LNstair",0.418695935769732,0.0518056412366494,0.124555032540189,"Left","Near","Upright","050",-0.5,-0.5,-0.5
"253","L_LFstair",0.549310795243058,0.0281296046755414,0.0919681220409181,"Left","Far","Upright","050",0,-0.5,-0.5
"254","L_LPstair",0.571321591213189,0.0256944767440188,0.0849721140869784,"Left","Peripheral","Upright","050",0.5,-0.5,-0.5
"255","L_RNstair",0.458976478706933,0.0931284830733747,0.303593804420695,"Right","Near","Upright","050",-0.5,0.5,-0.5
"256","L_RFstair",0.433419597288017,0.0258076719424446,0.0853041569788833,"Right","Far","Upright","050",0,0.5,-0.5
"257","L_RPstair",0.371395840070733,0.0271592663954505,0.0896055015724851,"Right","Peripheral","Upright","050",0.5,0.5,-0.5
"258","G_LNstair",0.578481531009097,0.0272479891937899,0.0896650715380826,"Left","Near","Gabor","050",-0.5,-0.5,0.5
"259","G_LFstair",0.53143702081432,0.0273258737975829,0.088206525747773,"Left","Far","Gabor","050",0,-0.5,0.5
"260","G_LPstair",0.775608186741554,0.0268847289494175,0.0891586388728194,"Left","Peripheral","Gabor","050",0.5,-0.5,0.5
"261","G_RNstair",0.613735497365633,0.0262985907735099,0.0871014744954067,"Right","Near","Gabor","050",-0.5,0.5,0.5
"262","G_RFstair",0.835055110413796,0.0321347752606427,0.101831482155875,"Right","Far","Gabor","050",0,0.5,0.5
"263","G_RPstair",0.807789803232201,0.0336251743344337,0.109759096206418,"Right","Peripheral","Gabor","050",0.5,0.5,0.5
"264","L_LNstair",0.456523708462823,0.025836712949572,0.0851502327470261,"Left","Near","Upright","054",-0.5,-0.5,-0.5
"265","L_LFstair",0.500204286301848,0.0273172591882724,0.0891125779573462,"Left","Far","Upright","054",0,-0.5,-0.5
"266","L_LPstair",0.619704663477687,0.0294807724922788,0.0952780323657884,"Left","Peripheral","Upright","054",0.5,-0.5,-0.5
"267","L_RNstair",0.259843606288555,0.0264251595882622,0.0871218465718875,"Right","Near","Upright","054",-0.5,0.5,-0.5
"268","L_RFstair",0.37870622266022,0.0266292355474007,0.0876375171577913,"Right","Far","Upright","054",0,0.5,-0.5
"269","L_RPstair",0.532885897909723,0.0260246388535858,0.0858066772723383,"Right","Peripheral","Upright","054",0.5,0.5,-0.5
"270","G_LNstair",0.727768126244021,0.0292044834292591,0.0951482917579215,"Left","Near","Gabor","054",-0.5,-0.5,0.5
"271","G_LFstair",0.509029844904686,0.0594270299479009,0.128298816937013,"Left","Far","Gabor","054",0,-0.5,0.5
"272","G_LPstair",0.752999606540889,0.026237821296517,0.0869189554244678,"Left","Peripheral","Gabor","054",0.5,-0.5,0.5
"273","G_RNstair",0.507457928079007,0.0256057770996508,0.0846193357205373,"Right","Near","Gabor","054",-0.5,0.5,0.5
"274","G_RFstair",0.394658113403396,0.0265978324289142,0.088217590404706,"Right","Far","Gabor","054",0,0.5,0.5
"275","G_RPstair",0.499049081840987,0.0258479718516762,0.0855128663960462,"Right","Peripheral","Gabor","054",0.5,0.5,0.5
"276","L_LNstair",0.190398179733662,0.0269935344683425,0.0885624049561789,"Left","Near","Upright","060",-0.5,-0.5,-0.5
"277","L_LFstair",0.211391861197511,0.0283329931927344,0.0924799070378196,"Left","Far","Upright","060",0,-0.5,-0.5
"278","L_LPstair",0.352910634635444,0.0440923002681175,0.123893163119646,"Left","Peripheral","Upright","060",0.5,-0.5,-0.5
"279","L_RNstair",0.178455979873042,0.0275548759143162,0.0906572057178219,"Right","Near","Upright","060",-0.5,0.5,-0.5
"280","L_RFstair",0.135085676914715,0.0273095585099315,0.0906852762852363,"Right","Far","Upright","060",0,0.5,-0.5
"281","L_RPstair",0.218582356696039,0.0271511446980441,0.0890042875180034,"Right","Peripheral","Upright","060",0.5,0.5,-0.5
"282","G_LNstair",0.458209747560784,0.0903210097866734,0.291919952057704,"Left","Near","Gabor","060",-0.5,-0.5,0.5
"283","G_LFstair",0.329538908830418,0.0293841748994953,0.0958704239260574,"Left","Far","Gabor","060",0,-0.5,0.5
"284","G_LPstair",0.804616375974033,0.0284589227939957,0.093388735643591,"Left","Peripheral","Gabor","060",0.5,-0.5,0.5
"285","G_RNstair",0.238813163124242,0.0269185246904677,0.0883989724047893,"Right","Near","Gabor","060",-0.5,0.5,0.5
"286","G_RFstair",0.18035367783082,0.027316506807517,0.0895202000773474,"Right","Far","Gabor","060",0,0.5,0.5
"287","G_RPstair",0.244909257592521,0.0311095600928957,0.10215006309684,"Right","Peripheral","Gabor","060",0.5,0.5,0.5
"288","L_LNstair",0.415896396915642,0.0284700082427641,0.093661765780499,"Left","Near","Upright","061",-0.5,-0.5,-0.5
"289","L_LFstair",0.237637642625939,0.0297845066323575,0.0985118823545514,"Left","Far","Upright","061",0,-0.5,-0.5
"290","L_LPstair",0.791705882302862,0.0319503055643547,0.102662842454502,"Left","Peripheral","Upright","061",0.5,-0.5,-0.5
"291","L_RNstair",0.161562709908061,0.0272183590656972,0.0898092736281998,"Right","Near","Upright","061",-0.5,0.5,-0.5
"292","L_RFstair",0.32458699837907,0.0436742153123874,0.125732015236669,"Right","Far","Upright","061",0,0.5,-0.5
"293","L_RPstair",0.589993908536099,0.0358902207759442,0.113666215760506,"Right","Peripheral","Upright","061",0.5,0.5,-0.5
"294","G_LNstair",0.671632171830514,0.0257894988239025,0.0851322763840314,"Left","Near","Gabor","061",-0.5,-0.5,0.5
"295","G_LFstair",0.631764387531817,0.0287440265801032,0.0943914515941061,"Left","Far","Gabor","061",0,-0.5,0.5
"296","G_LPstair",0.735460252230593,0.0353317445194425,0.115543667355766,"Left","Peripheral","Gabor","061",0.5,-0.5,0.5
"297","G_RNstair",0.607967679206437,0.036940555504857,0.109071858492295,"Right","Near","Gabor","061",-0.5,0.5,0.5
"298","G_RFstair",0.524573057717279,0.0263562479323612,0.0872297384547811,"Right","Far","Gabor","061",0,0.5,0.5
"299","G_RPstair",0.443515178858387,0.0270315043944911,0.089427221818837,"Right","Peripheral","Gabor","061",0.5,0.5,0.5
"300","L_LNstair",0.237276292799418,0.0266245872831224,0.0876427485859091,"Left","Near","Upright","070",-0.5,-0.5,-0.5
"301","L_LFstair",0.412410970991188,0.0264505691012963,0.0872308911311233,"Left","Far","Upright","070",0,-0.5,-0.5
"302","L_LPstair",0.564512747902911,0.0258888585489075,0.0857079870953473,"Left","Peripheral","Upright","070",0.5,-0.5,-0.5
"303","L_RNstair",0.184502627530859,0.0474740305768991,0.1548282049461,"Right","Near","Upright","070",-0.5,0.5,-0.5
"304","L_RFstair",0.364913678672841,0.115985915947196,0.380098779216755,"Right","Far","Upright","070",0,0.5,-0.5
"305","L_RPstair",0.210507028509796,0.0275612431313755,0.0907997104211057,"Right","Peripheral","Upright","070",0.5,0.5,-0.5
"306","G_LNstair",0.620803778396397,0.0259138474149371,0.085581073349711,"Left","Near","Gabor","070",-0.5,-0.5,0.5
"307","G_LFstair",0.435442584646706,0.0273295512147443,0.0906432913691037,"Left","Far","Gabor","070",0,-0.5,0.5
"308","G_LPstair",0.496975397281786,0.0258146341139523,0.0851664151421844,"Left","Peripheral","Gabor","070",0.5,-0.5,0.5
"309","G_RNstair",0.468939125430087,0.0265096732134419,0.0871891593463734,"Right","Near","Gabor","070",-0.5,0.5,0.5
"310","G_RFstair",0.45041138469357,0.0305402634547335,0.0931589416051721,"Right","Far","Gabor","070",0,0.5,0.5
"311","G_RPstair",0.80594570869815,0.0289174646098751,0.0950783585425289,"Right","Peripheral","Gabor","070",0.5,0.5,0.5
"312","L_LNstair",0.458085304064061,0.0548788392207226,0.123159644629311,"Left","Near","Upright","071",-0.5,-0.5,-0.5
"313","L_LFstair",0.554541968476876,0.0261949284026323,0.0866541374520799,"Left","Far","Upright","071",0,-0.5,-0.5
"314","L_LPstair",0.396651684502528,0.0268475081865753,0.0888423715190591,"Left","Peripheral","Upright","071",0.5,-0.5,-0.5
"315","L_RNstair",0.676754725684086,0.0272914612866303,0.0903079721797145,"Right","Near","Upright","071",-0.5,0.5,-0.5
"316","L_RFstair",0.532102049048259,0.0271397516188098,0.0895736543625075,"Right","Far","Upright","071",0,0.5,-0.5
"317","L_RPstair",0.598542998934595,0.0256367856607265,0.0849269330868677,"Right","Peripheral","Upright","071",0.5,0.5,-0.5
"318","G_LNstair",0.474723139213445,0.0260312933240834,0.0862222085289721,"Left","Near","Gabor","071",-0.5,-0.5,0.5
"319","G_LFstair",0.686953245409264,0.0286374359678244,0.09404189240531,"Left","Far","Gabor","071",0,-0.5,0.5
"320","G_LPstair",0.384906652161602,0.0277022822556243,0.0919039276378031,"Left","Peripheral","Gabor","071",0.5,-0.5,0.5
"321","G_RNstair",0.836082313449294,0.0272079457596197,0.0901804229169234,"Right","Near","Gabor","071",-0.5,0.5,0.5
"322","G_RFstair",0.503474562530579,0.0255745146954992,0.0843893455962018,"Right","Far","Gabor","071",0,0.5,0.5
"323","G_RPstair",0.388790982753767,0.118463313815419,0.385887406041422,"Right","Peripheral","Gabor","071",0.5,0.5,0.5
"324","L_LNstair",0.295724670685303,0.027520592086331,0.0912737894005918,"Left","Near","Upright","074",-0.5,-0.5,-0.5
"325","L_LFstair",0.425810258174031,0.0272382549035318,0.08998796538535,"Left","Far","Upright","074",0,-0.5,-0.5
"326","L_LPstair",0.37973397923468,0.026080525419455,0.0862052960191067,"Left","Peripheral","Upright","074",0.5,-0.5,-0.5
"327","L_RNstair",0.245525974424207,0.0275222027410689,0.0912111636576354,"Right","Near","Upright","074",-0.5,0.5,-0.5
"328","L_RFstair",0.201770370010938,0.0294085638307978,0.0967859097857177,"Right","Far","Upright","074",0,0.5,-0.5
"329","L_RPstair",0.359827983151301,0.0274628879130921,0.0896642442510726,"Right","Peripheral","Upright","074",0.5,0.5,-0.5
"330","G_LNstair",0.473296630796834,0.0264674502667219,0.0878172128598306,"Left","Near","Gabor","074",-0.5,-0.5,0.5
"331","G_LFstair",0.330209726709096,0.0275014350706835,0.0898702160618398,"Left","Far","Gabor","074",0,-0.5,0.5
"332","G_LPstair",0.33649657322765,0.0341713239432993,0.100256026665389,"Left","Peripheral","Gabor","074",0.5,-0.5,0.5
"333","G_RNstair",0.532512119983079,0.0451181070363373,0.121247965241617,"Right","Near","Gabor","074",-0.5,0.5,0.5
"334","G_RFstair",0.196355998766714,0.0393791306362423,0.129205083647037,"Right","Far","Gabor","074",0,0.5,0.5
"335","G_RPstair",0.594486164294127,0.02638570554478,0.0875557783461781,"Right","Peripheral","Gabor","074",0.5,0.5,0.5
"336","L_LNstair",0.424212982371436,0.0863353402130535,0.284058099051387,"Left","Near","Upright","075",-0.5,-0.5,-0.5
"337","L_LFstair",0.52028553203033,0.0328624260678633,0.0984271339142459,"Left","Far","Upright","075",0,-0.5,-0.5
"338","L_LPstair",0.343785306319092,0.0265418550679161,0.0880797438822498,"Left","Peripheral","Upright","075",0.5,-0.5,-0.5
"339","L_RNstair",0.322220701101123,0.0267565575510789,0.0885305082187763,"Right","Near","Upright","075",-0.5,0.5,-0.5
"340","L_RFstair",0.514069908036672,0.0276762863537068,0.0907798841205009,"Right","Far","Upright","075",0,0.5,-0.5
"341","L_RPstair",0.467411852099412,0.0254770281864925,0.0843290060483929,"Right","Peripheral","Upright","075",0.5,0.5,-0.5
"342","G_LNstair",0.656983636692357,0.0319946457321876,0.103147090850194,"Left","Near","Gabor","075",-0.5,-0.5,0.5
"343","G_LFstair",0.544792439072042,0.0480690450239491,0.133847280003444,"Left","Far","Gabor","075",0,-0.5,0.5
"344","G_LPstair",0.443336765916921,0.0531233189704484,0.128550304766517,"Left","Peripheral","Gabor","075",0.5,-0.5,0.5
"345","G_RNstair",0.660085475286451,0.0281775977909454,0.0920870676049582,"Right","Near","Gabor","075",-0.5,0.5,0.5
"346","G_RFstair",0.907433870847384,0.0275551352407708,0.0909782168482123,"Right","Far","Gabor","075",0,0.5,0.5
"347","L_LNstair",0.236758079918557,0.0268076972433489,0.0886962548901019,"Left","Near","Upright","080",-0.5,-0.5,-0.5
"348","L_LFstair",0.63668520099234,0.0265811797168177,0.0877950030222906,"Left","Far","Upright","080",0,-0.5,-0.5
"349","L_LPstair",0.515985174990767,0.0269201516512758,0.08814955634697,"Left","Peripheral","Upright","080",0.5,-0.5,-0.5
"350","L_RNstair",0.216338619662188,0.0269395092071061,0.0892672707799045,"Right","Near","Upright","080",-0.5,0.5,-0.5
"351","L_RFstair",0.260251436024734,0.0365066765598715,0.116464311669939,"Right","Far","Upright","080",0,0.5,-0.5
"352","L_RPstair",0.275090816738983,0.0304548913577543,0.0991918182900334,"Right","Peripheral","Upright","080",0.5,0.5,-0.5
"353","G_LNstair",0.47605433181072,0.02727843919401,0.090213004209529,"Left","Near","Gabor","080",-0.5,-0.5,0.5
"354","G_LFstair",0.753243274816583,0.0273253269249987,0.090420183727617,"Left","Far","Gabor","080",0,-0.5,0.5
"355","G_LPstair",0.677731688232609,0.0453136262881745,0.139102898844747,"Left","Peripheral","Gabor","080",0.5,-0.5,0.5
"356","G_RNstair",0.553191975176746,0.0276730421298356,0.0903366820471787,"Right","Near","Gabor","080",-0.5,0.5,0.5
"357","G_RFstair",0.363108317052021,0.0272143660246093,0.0899168778013769,"Right","Far","Gabor","080",0,0.5,0.5
"358","G_RPstair",0.452560340412709,0.0313447271210092,0.0950174630488066,"Right","Peripheral","Gabor","080",0.5,0.5,0.5
"359","L_LNstair",0.26634517705545,0.0269142686519508,0.0891629816840828,"Left","Near","Upright","083",-0.5,-0.5,-0.5
"360","L_LFstair",0.529235371219929,0.0262437313361088,0.0865620687371255,"Left","Far","Upright","083",0,-0.5,-0.5
"361","L_LPstair",0.605480892778887,0.0290068907327305,0.0955524983290416,"Left","Peripheral","Upright","083",0.5,-0.5,-0.5
"362","L_RNstair",0.289802938142167,0.030572811630747,0.100131526603233,"Right","Near","Upright","083",-0.5,0.5,-0.5
"363","L_RFstair",0.194036425236402,0.0268731858099425,0.0892710580196011,"Right","Far","Upright","083",0,0.5,-0.5
"364","L_RPstair",0.5050298225926,0.0255676157536715,0.0844375915083267,"Right","Peripheral","Upright","083",0.5,0.5,-0.5
"365","G_LNstair",0.638427009232066,0.0260409986805881,0.0860656803893385,"Left","Near","Gabor","083",-0.5,-0.5,0.5
"366","G_LPstair",0.719457282298785,0.0261432025769157,0.0863709659733186,"Left","Peripheral","Gabor","083",0.5,-0.5,0.5
"367","G_RNstair",0.714794273369101,0.0261401985145759,0.0866445022536141,"Right","Near","Gabor","083",-0.5,0.5,0.5
"368","G_RFstair",0.891314882181673,0.0265350621341158,0.0873871960032813,"Right","Far","Gabor","083",0,0.5,0.5
"369","G_RPstair",0.707061747363809,0.0277785136101,0.0915673000241405,"Right","Peripheral","Gabor","083",0.5,0.5,0.5
"370","L_LNstair",0.209164491963674,0.0273089727701925,0.0894635271123346,"Left","Near","Upright","084",-0.5,-0.5,-0.5
"371","L_LFstair",0.206623225357228,0.0271342487203916,0.0898523512747927,"Left","Far","Upright","084",0,-0.5,-0.5
"372","L_LPstair",0.31320325250597,0.0905010338477207,0.311295029121247,"Left","Peripheral","Upright","084",0.5,-0.5,-0.5
"373","L_RNstair",0.207081004720252,0.0270264891261912,0.0891828226236426,"Right","Near","Upright","084",-0.5,0.5,-0.5
"374","L_RFstair",0.240428172846353,0.0272462310122618,0.0893099558804606,"Right","Far","Upright","084",0,0.5,-0.5
"375","L_RPstair",0.424767392592571,0.0503021552363687,0.128021994173891,"Right","Peripheral","Upright","084",0.5,0.5,-0.5
"376","G_LNstair",0.443028147711215,0.0263420037491311,0.0873380374521385,"Left","Near","Gabor","084",-0.5,-0.5,0.5
"377","G_LFstair",0.367718046683874,0.0265649724897678,0.0875199284706041,"Left","Far","Gabor","084",0,-0.5,0.5
"378","G_LPstair",0.46765964245596,0.0256887006488762,0.0849716952651844,"Left","Peripheral","Gabor","084",0.5,-0.5,0.5
"379","G_RNstair",0.373953612919081,0.0830946898350808,0.253482686431828,"Right","Near","Gabor","084",-0.5,0.5,0.5
"380","G_RFstair",0.2308916207765,0.0325138667603908,0.106746320290078,"Right","Far","Gabor","084",0,0.5,0.5
"381","G_RPstair",0.309453565507138,0.0272292747164958,0.0891911916866024,"Right","Peripheral","Gabor","084",0.5,0.5,0.5
"382","L_LNstair",0.735362503979618,0.0274876251362063,0.0911112371135967,"Left","Near","Upright","086",-0.5,-0.5,-0.5
"383","L_LFstair",0.515578947700817,0.0605253363973034,0.14241709420474,"Left","Far","Upright","086",0,-0.5,-0.5
"384","L_LPstair",0.405255172548439,0.0377826141469515,0.121079164594929,"Left","Peripheral","Upright","086",0.5,-0.5,-0.5
"385","L_RNstair",0.511960910478698,0.0262885692826183,0.0868180083663222,"Right","Near","Upright","086",-0.5,0.5,-0.5
"386","L_RFstair",0.576546043183759,0.0257929205298118,0.0849743904497499,"Right","Far","Upright","086",0,0.5,-0.5
"387","L_RPstair",0.753283645989417,0.0285607454608931,0.0940717615238855,"Right","Peripheral","Upright","086",0.5,0.5,-0.5
"388","G_LNstair",0.369821345640645,0.0263975846311998,0.0870288339336964,"Left","Near","Gabor","086",-0.5,-0.5,0.5
"389","G_LFstair",0.506716272381052,0.0258836618528902,0.0852497920182095,"Left","Far","Gabor","086",0,-0.5,0.5
"390","G_LPstair",0.346493662097631,0.0275605986296704,0.0911507140685041,"Left","Peripheral","Gabor","086",0.5,-0.5,0.5
"391","G_RNstair",0.576948499142198,0.0260850914961529,0.0860168029405559,"Right","Near","Gabor","086",-0.5,0.5,0.5
"392","G_RFstair",0.45958726589677,0.030080693211701,0.0967126305981391,"Right","Far","Gabor","086",0,0.5,0.5
"393","G_RPstair",0.610235466289942,0.028650438675798,0.0930408498998087,"Right","Peripheral","Gabor","086",0.5,0.5,0.5
"394","L_LNstair",0.453592740609426,0.0306885030939369,0.093465296086381,"Left","Near","Upright","087",-0.5,-0.5,-0.5
"395","L_LFstair",0.468153054930985,0.0306428887833982,0.09250458095192,"Left","Far","Upright","087",0,-0.5,-0.5
"396","L_LPstair",0.515828571743665,0.0321521960091864,0.0961363762217688,"Left","Peripheral","Upright","087",0.5,-0.5,-0.5
"397","L_RNstair",0.333948984641242,0.0266769772334465,0.0885909878876762,"Right","Near","Upright","087",-0.5,0.5,-0.5
"398","L_RFstair",0.389998424668599,0.0266758792737999,0.0877355325540123,"Right","Far","Upright","087",0,0.5,-0.5
"399","L_RPstair",0.405195040930619,0.0267395952464452,0.0886738387004973,"Right","Peripheral","Upright","087",0.5,0.5,-0.5
"400","G_LNstair",0.355541020433993,0.0263240767573138,0.0872175344796428,"Left","Near","Gabor","087",-0.5,-0.5,0.5
"401","G_LFstair",0.519099685783788,0.0328585879009553,0.0960236869786676,"Left","Far","Gabor","087",0,-0.5,0.5
"402","G_LPstair",0.586374159184785,0.035867363205649,0.11705317658654,"Left","Peripheral","Gabor","087",0.5,-0.5,0.5
"403","G_RNstair",0.533353888761324,0.0272642827927893,0.089859198116795,"Right","Near","Gabor","087",-0.5,0.5,0.5
"404","G_RFstair",0.417549691125286,0.0296539613375216,0.097106703298971,"Right","Far","Gabor","087",0,0.5,0.5
"405","G_RPstair",0.488337047507684,0.0256513797649216,0.084947886452943,"Right","Peripheral","Gabor","087",0.5,0.5,0.5
"406","L_LNstair",0.499153409153601,0.0263174882574064,0.086833396523744,"Left","Near","Upright","089",-0.5,-0.5,-0.5
"407","L_LFstair",0.458434443642711,0.0257052173201966,0.0851223353391529,"Left","Far","Upright","089",0,-0.5,-0.5
"408","L_LPstair",0.632575834041509,0.0260207536756778,0.0860323321086028,"Left","Peripheral","Upright","089",0.5,-0.5,-0.5
"409","L_RNstair",0.162499275289665,0.0277693761472386,0.0917476900165231,"Right","Near","Upright","089",-0.5,0.5,-0.5
"410","L_RFstair",0.118444848744763,0.058082184633108,0.193882032550447,"Right","Far","Upright","089",0,0.5,-0.5
"411","L_RPstair",0.197065247176456,0.0270872254503111,0.0895317328085113,"Right","Peripheral","Upright","089",0.5,0.5,-0.5
"412","G_LNstair",0.860042121029341,0.0296972066195485,0.0981744862186529,"Left","Near","Gabor","089",-0.5,-0.5,0.5
"413","G_RNstair",0.478315895315252,0.0256122372746783,0.0848637368056884,"Right","Near","Gabor","089",-0.5,0.5,0.5
"414","G_RFstair",0.519298242209039,0.0454198273752659,0.11619929805106,"Right","Far","Gabor","089",0,0.5,0.5
"415","G_RPstair",0.914868959332217,0.0274382322707044,0.0912560666866832,"Right","Peripheral","Gabor","089",0.5,0.5,0.5
"416","L_LNstair",0.310532329715292,0.0265477790232906,0.0873891896721243,"Left","Near","Upright","090",-0.5,-0.5,-0.5
"417","L_LFstair",0.690476058450913,0.027612775594585,0.0909495685192655,"Left","Far","Upright","090",0,-0.5,-0.5
"418","L_LPstair",0.795115536546176,0.0267432472971725,0.0887571470997459,"Left","Peripheral","Upright","090",0.5,-0.5,-0.5
"419","L_RNstair",0.283233536793753,0.0292640804153586,0.0953220631367842,"Right","Near","Upright","090",-0.5,0.5,-0.5
"420","L_RFstair",0.169154164814184,0.0271449697476396,0.088987951500676,"Right","Far","Upright","090",0,0.5,-0.5
"421","L_RPstair",0.294569151793482,0.0271089892148883,0.0898792719298415,"Right","Peripheral","Upright","090",0.5,0.5,-0.5
"422","G_LNstair",0.845105950711003,0.0261868258502812,0.0867965530928785,"Left","Near","Gabor","090",-0.5,-0.5,0.5
"423","G_LFstair",0.814278662776599,0.0281726081765568,0.0933284829704917,"Left","Far","Gabor","090",0,-0.5,0.5
"424","G_LPstair",0.774658367703834,0.0269351630929927,0.0894529506242123,"Left","Peripheral","Gabor","090",0.5,-0.5,0.5
"425","G_RNstair",0.540076055415764,0.0308189696945082,0.0974114172150711,"Right","Near","Gabor","090",-0.5,0.5,0.5
"426","G_RFstair",0.50370429922722,0.0321957549687101,0.0959428201542574,"Right","Far","Gabor","090",0,0.5,0.5
"427","G_RPstair",0.579417823363569,0.0260029265520447,0.0859863703843736,"Right","Peripheral","Gabor","090",0.5,0.5,0.5
"428","L_LNstair",0.407453930627325,0.123715095658407,0.404156579246314,"Left","Near","Upright","092",-0.5,-0.5,-0.5
"429","L_LFstair",0.542493042484827,0.026076992463059,0.0858460779182851,"Left","Far","Upright","092",0,-0.5,-0.5
"430","L_LPstair",0.533045378266377,0.0260047476875815,0.0857239725800503,"Left","Peripheral","Upright","092",0.5,-0.5,-0.5
"431","L_RNstair",0.388478913303603,0.0260712663311115,0.0861269198025427,"Right","Near","Upright","092",-0.5,0.5,-0.5
"432","L_RFstair",0.378614186972856,0.0303102086698128,0.100265610998401,"Right","Far","Upright","092",0,0.5,-0.5
"433","L_RPstair",0.38686433490741,0.0287481780257246,0.0946725553879842,"Right","Peripheral","Upright","092",0.5,0.5,-0.5
"434","G_LNstair",0.682146334057719,0.0264260916614957,0.0874663034544199,"Left","Near","Gabor","092",-0.5,-0.5,0.5
"435","G_LFstair",0.945059765449594,0.0250107454757561,0.0832996365989185,"Left","Far","Gabor","092",0,-0.5,0.5
"436","G_LPstair",0.578365720413938,0.0259746676730581,0.0858610708461034,"Left","Peripheral","Gabor","092",0.5,-0.5,0.5
"437","G_RNstair",0.873015757224114,0.0384472197483988,0.11673140299453,"Right","Near","Gabor","092",-0.5,0.5,0.5
"438","G_RFstair",0.46225553733613,0.0269935378808803,0.0894705529273049,"Right","Far","Gabor","092",0,0.5,0.5
"439","G_RPstair",0.783843108536152,0.0265775215061436,0.0882394063639249,"Right","Peripheral","Gabor","092",0.5,0.5,0.5
